ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_1,wt_GFPpos_24hpf_2,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_1,wt_GFPpos_48hpf_2,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_1,wt_GFPpos_72hpf_2,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_1,gata5_GFPpos_72hpf_2,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_1,tbx5_GFPpos_72hpf_2,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_1,hand2_GFPpos_72hpf_2
ENSDARG00000068208,64,158,98,244,1098,1061,137,1303,1265,130,282,471,465,1285,937,189,1081,919
ENSDARG00000068213,723,118,190,345,259,323,355,315,742,144,68,144,627,136,91,279,104,116
ENSDARG00000068214,710,1047,1527,2921,2738,4851,1463,5805,7661,2318,2828,3807,6955,8955,4795,2109,9418,8225
ENSDARG00000068217,73,401,710,145,54,97,82,68,42,114,145,70,110,145,13,51,132,36
ENSDARG00000068219,83,95,27,97,80,26,182,573,402,137,436,85,91,909,398,56,648,541
ENSDARG00000068220,0,0,0,0,0,24,0,34,147,12,26,0,0,11,68,0,40,0
ENSDARG00000068221,0,0,0,0,23,4,0,50,0,0,21,0,9,0,5,0,0,1
ENSDARG00000068227,34,43,182,82,177,316,66,169,512,70,366,185,266,582,298,86,767,484
ENSDARG00000068231,20,56,72,24,24,12,32,26,0,0,47,11,66,304,2,36,138,111
ENSDARG00000068232,0,0,0,44,0,22,0,0,71,21,14,0,63,0,2,10,0,0
ENSDARG00000068233,12,41,64,28,81,19,13,426,687,4,215,75,90,581,316,28,641,719
ENSDARG00000068240,0,0,0,10,0,0,17,0,0,19,74,0,34,0,0,9,0,2
ENSDARG00000068242,0,0,67,0,8,19,33,0,125,0,82,0,62,26,0,5,12,0
ENSDARG00000068246,330,454,642,420,824,1365,458,2092,3026,328,720,562,721,3116,1116,415,2703,2688
ENSDARG00000068247,2,15,0,131,56,79,69,205,66,188,63,66,766,20,71,309,45,49
ENSDARG00000068255,0,20,58,0,0,2,0,0,0,0,35,0,0,0,0,0,6,0
ENSDARG00000068256,185,345,450,190,307,387,81,288,1,94,268,278,175,452,424,70,368,367
ENSDARG00000068257,6,0,64,3,53,71,27,218,650,24,0,0,61,71,2,18,11,0
ENSDARG00000068258,321,322,430,467,610,798,194,720,895,189,357,402,696,1539,614,242,1418,1063
ENSDARG00000068261,95,205,185,20,64,118,38,27,0,75,24,55,70,146,91,74,172,74
ENSDARG00000068262,129,719,876,95,1494,2075,108,1592,1738,70,863,1435,249,2234,2612,44,1866,1949
ENSDARG00000068263,35,7,27,62,100,15,79,31,366,37,5,42,42,0,4,30,83,49
ENSDARG00000068264,15,31,0,0,85,62,11,0,14,15,27,134,28,116,114,24,153,85
ENSDARG00000068265,99,230,269,86,283,341,63,483,349,83,239,211,302,706,511,99,566,773
ENSDARG00000068274,0,0,0,9,0,0,4,0,0,0,11,0,16,0,24,6,7,0
ENSDARG00000068275,84,79,271,300,75,122,704,327,800,336,102,115,1152,153,19,395,140,163
ENSDARG00000068279,0,1,1,46,26,27,14,0,0,47,19,3,20,29,0,5,12,51
ENSDARG00000068280,143,37,95,56,208,452,16,147,79,36,97,49,97,180,176,36,324,135
ENSDARG00000068283,0,0,0,0,0,0,2,73,0,0,0,0,0,32,62,0,0,6
ENSDARG00000068286,15,12,0,124,55,29,17,68,0,100,49,8,329,37,13,28,24,22
ENSDARG00000068288,6,12,0,27,44,0,55,0,61,5,0,0,10,0,0,0,9,0
ENSDARG00000068289,449,1542,1370,553,715,1191,255,1380,1934,217,750,1247,558,1345,765,283,1462,1265
ENSDARG00000068290,1,1,0,0,0,0,0,1,0,18,30,0,0,0,50,17,9,0
ENSDARG00000068291,61,123,347,57,175,254,53,86,498,64,156,105,86,380,190,45,224,278
ENSDARG00000068296,23,12,0,40,181,283,0,397,229,7,191,383,339,1324,881,96,471,661
ENSDARG00000068303,0,0,2,0,10,0,3,0,0,0,0,0,6,0,0,0,12,0
ENSDARG00000068305,60,110,241,48,204,174,42,280,326,84,75,186,154,174,236,26,249,135
ENSDARG00000068323,0,61,140,295,56,134,63,34,188,200,80,89,1804,188,83,772,56,99
ENSDARG00000068325,15,29,55,17,91,39,4,0,144,25,0,68,102,54,0,60,69,38
ENSDARG00000068344,10,41,42,43,56,63,27,218,0,6,26,146,73,163,132,9,106,91
ENSDARG00000068363,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,12,0
ENSDARG00000068365,113,0,0,226,174,185,94,75,430,76,72,19,323,73,6,123,89,32
ENSDARG00000068366,61,109,178,101,31,169,59,418,0,85,45,35,260,97,30,84,125,62
ENSDARG00000068367,102,294,257,123,612,906,145,1867,1648,101,871,792,147,2153,1030,24,1443,1366
ENSDARG00000068369,102,341,332,148,209,399,403,102,1205,142,79,39,640,524,180,188,494,188
ENSDARG00000068370,0,0,0,124,26,45,24,0,0,85,15,9,594,143,22,196,38,26
ENSDARG00000068372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSDARG00000068374,28,76,58,9,493,574,76,291,698,62,155,558,280,1278,775,70,1044,1014
ENSDARG00000068380,0,0,7,0,19,0,10,1,0,4,34,24,10,31,117,0,104,186
ENSDARG00000068382,0,0,0,0,52,0,0,98,0,0,64,0,10,72,14,6,251,183
ENSDARG00000068387,15,35,94,5,15,0,21,0,0,36,0,6,8,578,13,22,36,14
ENSDARG00000068397,88,18,50,35,35,89,138,166,515,117,18,14,238,306,208,84,155,96
ENSDARG00000068398,0,0,0,5,0,0,35,0,116,14,19,0,32,35,0,15,0,3
ENSDARG00000068400,164,311,325,143,220,165,96,196,362,122,115,55,335,285,312,117,295,364
ENSDARG00000068401,1608,1618,2342,1335,1672,2334,1595,2364,3709,1059,1240,884,2696,3236,1571,1248,3094,1818
ENSDARG00000068404,333,482,707,485,1299,1401,221,2488,2354,125,1177,1505,1037,1989,1997,336,2027,2424
ENSDARG00000068406,181,247,402,153,147,154,230,21,349,264,53,41,376,305,45,249,219,118
ENSDARG00000068407,3,33,9,4,0,2,14,0,0,25,14,0,10,24,0,0,0,0
ENSDARG00000068409,167,58,0,60,45,0,113,89,229,111,93,30,72,160,36,11,155,85
ENSDARG00000068415,52,166,190,111,152,221,158,286,494,158,85,104,247,94,200,107,261,359
ENSDARG00000068417,17,208,290,6,16,0,15,0,0,0,0,6,24,3,4,20,6,0
ENSDARG00000068421,18,35,191,303,53,65,48,0,0,125,109,78,568,97,40,219,31,39
ENSDARG00000068428,0,0,0,33,15,15,0,0,0,6,0,6,475,52,0,92,58,0
ENSDARG00000068431,42,31,139,37,80,41,3,22,105,2,24,43,49,82,51,15,74,28
ENSDARG00000068432,1459,1118,699,2636,12232,17003,1489,20435,17391,1285,6773,11578,5289,24752,22541,2602,23567,24335
ENSDARG00000068434,893,2387,2211,1120,1456,1714,496,1519,1930,636,935,708,2319,1452,802,801,1672,1439
ENSDARG00000068436,3545,5869,15986,5855,4182,6798,4140,5816,7229,3118,1662,3420,7976,6722,4128,2700,6901,7612
ENSDARG00000068438,99,210,304,119,124,130,75,49,397,77,116,103,230,163,166,40,261,186
ENSDARG00000068453,35,53,107,43,22,16,46,0,160,57,0,21,113,24,24,14,17,24
ENSDARG00000068456,18,18,0,41,68,36,31,0,282,4,28,16,248,8,0,46,142,25
ENSDARG00000068457,124,83,77,873,3866,3556,551,4050,22114,409,2948,2357,3601,5800,5680,1366,4616,3241
ENSDARG00000068460,212,26,38,206,46,70,127,41,889,193,38,42,121,250,0,87,139,80
ENSDARG00000068461,72,240,160,128,408,340,81,107,475,151,176,210,287,467,331,190,350,241
ENSDARG00000068465,0,0,0,0,0,14,20,0,0,21,0,15,2,0,0,0,0,0
ENSDARG00000068468,3,0,70,12,28,25,17,0,0,10,0,0,28,94,0,10,9,1
ENSDARG00000068474,0,0,0,11,0,17,60,1,0,46,1,19,29,0,0,17,9,10
ENSDARG00000068478,31,23,111,72,237,87,83,1050,1331,59,382,133,149,1840,1051,132,405,558
ENSDARG00000068480,28,0,0,490,80,167,87,130,245,140,71,12,1303,81,104,376,111,95
ENSDARG00000068483,0,0,0,0,0,0,7,0,0,0,15,7,41,0,0,9,1,23
ENSDARG00000068484,46,66,154,170,228,308,52,232,484,93,27,2,425,280,110,113,173,279
ENSDARG00000068493,11,0,0,0,2,15,11,0,0,6,7,0,2,16,10,0,20,1
ENSDARG00000068503,29,0,0,30,21,16,24,0,0,29,120,22,21,0,0,4,28,34
ENSDARG00000068507,46,20,0,26,11,0,6,144,569,39,187,23,87,19,63,90,15,40
ENSDARG00000068515,12,14,0,6,27,0,19,0,140,3,0,0,20,24,0,11,48,17
ENSDARG00000068516,134,1805,1315,182,176,340,358,354,1458,806,418,88,1250,670,165,447,300,256
ENSDARG00000068542,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000068549,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ENSDARG00000068551,0,0,0,10,0,0,7,0,0,7,0,0,8,0,0,0,10,0
ENSDARG00000068557,0,0,0,13,57,65,36,154,223,49,0,30,88,9,31,0,0,14
ENSDARG00000068562,1283,1582,3060,1952,1149,1755,975,1968,2949,1242,851,573,3761,2985,968,1470,2201,1869
ENSDARG00000068567,241,0,42,371,11,180,251,206,932,314,161,67,395,144,55,184,189,63
ENSDARG00000068572,469,613,779,412,325,675,322,692,1290,287,268,314,569,1705,441,229,990,714
ENSDARG00000068575,7,37,103,17,128,105,93,196,378,116,69,61,99,116,42,63,59,65
ENSDARG00000068576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENSDARG00000068580,5,0,0,29,27,0,10,0,270,66,0,19,34,0,0,53,12,0
ENSDARG00000068582,590,639,1528,879,186,672,433,1156,801,723,470,252,2666,1082,188,507,712,520
ENSDARG00000068586,0,0,0,0,0,0,25,1,0,7,0,0,17,48,0,0,55,0
ENSDARG00000068587,136,260,243,130,280,342,108,471,750,88,145,224,219,534,315,142,355,264
ENSDARG00000068589,0,11,0,0,17,7,0,2,0,0,9,19,14,0,29,20,29,0
ENSDARG00000068590,4,15,101,0,0,0,0,0,0,0,11,14,1,0,0,14,10,0
ENSDARG00000068593,11,0,0,0,0,0,0,0,0,0,0,0,6,0,66,0,0,0
ENSDARG00000068596,128,195,417,166,288,354,100,678,304,179,184,153,284,438,97,213,235,281
ENSDARG00000068601,57,49,167,146,84,109,67,86,112,84,0,44,222,65,156,27,68,68
ENSDARG00000068602,75,156,372,201,216,258,117,342,500,110,167,191,483,600,372,141,281,267
ENSDARG00000068609,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000068621,47,33,24,92,242,257,97,411,97,77,249,343,368,938,330,173,851,827
ENSDARG00000068624,26,19,18,242,82,84,66,29,99,151,62,60,1577,119,104,546,36,108
ENSDARG00000068628,85,553,681,88,671,904,185,1617,1070,196,683,1060,380,2279,1312,190,2056,2301
ENSDARG00000068629,166,360,370,80,163,295,163,321,621,129,137,71,213,150,138,159,224,167
ENSDARG00000068637,830,2108,2376,1035,2385,3213,1364,2796,3502,1579,1517,1576,360,1670,1358,762,2728,2744
ENSDARG00000068638,0,1,0,0,0,0,3,39,0,0,0,0,7,0,0,2,8,11
ENSDARG00000068640,861,527,1990,1446,449,1501,641,1224,2547,636,489,384,2722,2607,890,923,1339,1292
ENSDARG00000068641,347,403,501,396,496,641,221,180,738,186,372,435,562,587,472,323,740,660
ENSDARG00000068650,278,1083,2737,604,477,571,180,534,450,317,243,310,835,634,593,425,771,555
ENSDARG00000068653,0,0,0,0,17,8,0,18,109,0,2,0,6,252,78,0,171,146
ENSDARG00000068655,31,81,45,28,34,17,20,65,44,21,108,9,42,31,32,20,73,17
ENSDARG00000068657,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,42
ENSDARG00000068659,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000068663,27,0,0,29,63,14,36,139,0,33,0,0,68,0,37,7,86,0
ENSDARG00000068667,17,21,21,13,4,24,4,2,0,19,14,3,24,57,29,20,10,54
ENSDARG00000068678,0,0,0,2,0,0,5,36,0,0,0,14,0,0,0,0,0,0
ENSDARG00000068680,0,0,0,0,0,0,10,1,104,0,10,0,8,9,0,0,13,31
ENSDARG00000068681,24,44,36,39,112,120,12,274,138,104,57,84,127,211,115,82,195,148
ENSDARG00000068683,0,0,0,31,28,41,25,0,157,8,22,28,59,57,43,26,20,32
ENSDARG00000068691,0,0,0,26,13,26,38,65,0,17,0,11,254,0,41,182,93,56
ENSDARG00000068698,85,101,245,91,492,512,74,672,1024,72,218,418,145,463,376,77,684,769
ENSDARG00000068701,5,0,0,195,59,41,33,0,0,139,0,18,586,42,36,109,18,62
ENSDARG00000068702,23,25,61,32,88,71,47,185,159,77,65,44,41,80,116,17,95,174
ENSDARG00000068705,139,394,411,135,207,223,143,104,141,91,140,114,152,282,106,102,290,303
ENSDARG00000068708,244,763,1118,1089,1217,1188,494,1489,1816,644,580,384,1540,1747,1360,1022,2030,1465
ENSDARG00000068709,129,274,425,114,62,63,45,209,467,75,83,152,275,153,108,74,92,239
ENSDARG00000068710,226,68,123,756,1788,2346,1019,1797,2850,1207,760,895,1772,3249,1564,1225,1841,1853
ENSDARG00000068711,9,20,17,26,205,169,52,324,139,59,126,212,66,345,327,57,543,460
ENSDARG00000068713,3,25,51,0,0,0,0,0,2,5,0,0,0,0,0,12,0,0
ENSDARG00000068714,32,13,48,264,57,130,58,70,16,155,61,73,526,168,24,235,120,40
ENSDARG00000068716,46,19,65,263,84,63,57,82,203,127,134,87,670,50,51,231,37,64
ENSDARG00000068726,61,107,133,162,61,70,56,0,114,2,62,10,114,73,39,62,59,25
ENSDARG00000068729,57,85,174,157,140,209,61,248,0,99,144,172,110,331,100,56,232,146
ENSDARG00000068731,0,0,0,3,0,8,0,0,0,24,0,0,23,0,21,8,25,1
ENSDARG00000068732,390,955,1709,313,944,921,332,772,3747,394,384,172,1771,1599,880,925,1848,541
ENSDARG00000068738,1,36,0,0,39,8,4,61,218,9,60,45,13,32,30,0,58,87
ENSDARG00000068742,13,0,0,44,0,5,6,109,0,28,26,22,103,0,32,13,11,21
ENSDARG00000068745,15,2,52,918,212,353,313,546,850,752,205,111,3816,637,380,791,176,239
ENSDARG00000068749,24,0,1,7,39,11,12,186,85,3,92,32,45,139,20,37,119,100
ENSDARG00000068755,116,383,190,70,13,57,37,155,178,88,75,162,139,124,125,74,170,340
ENSDARG00000068759,1038,1641,2263,794,206,417,285,842,193,570,241,146,829,438,302,545,368,210
ENSDARG00000068760,35,20,59,45,0,2,144,0,370,19,149,94,43,132,50,24,29,43
ENSDARG00000068761,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22
ENSDARG00000068763,51,513,846,64,204,107,48,722,699,149,296,146,183,1820,526,83,1202,1626
ENSDARG00000068782,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000068784,49,365,289,69,469,157,40,1311,1352,70,779,358,204,2445,897,119,2718,3190
ENSDARG00000068787,8,0,0,37,0,20,35,0,0,106,12,8,826,160,0,167,29,14
ENSDARG00000068792,12,0,0,44,7,45,18,75,0,20,0,0,55,39,49,2,22,32
ENSDARG00000068800,3,1,2,0,16,0,1,0,0,0,0,1,7,27,9,14,3,62
ENSDARG00000068809,16,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ENSDARG00000068812,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,26,18,0
ENSDARG00000068814,40,131,168,36,129,46,6,104,49,32,96,50,69,130,136,40,183,169
ENSDARG00000068819,10,37,4,4,29,10,5,0,0,2,0,1,18,3,2,2,27,10
ENSDARG00000068820,372,431,794,403,330,299,180,691,1489,235,303,195,726,600,525,517,390,423
ENSDARG00000068822,124,428,284,317,579,822,326,529,1006,202,275,302,877,943,627,204,870,1096
ENSDARG00000068828,7,24,0,23,46,28,20,96,0,12,10,13,34,39,24,0,27,65
ENSDARG00000068830,92,138,315,128,194,340,61,529,84,116,158,133,286,544,318,91,413,407
ENSDARG00000068833,140,103,56,68,55,87,59,181,17,68,46,75,243,104,182,43,155,92
ENSDARG00000068840,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000068841,42,96,121,40,3,73,62,25,1,60,18,46,80,3,39,0,31,49
ENSDARG00000068846,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ENSDARG00000068849,84,234,375,104,370,395,297,409,1208,236,170,233,236,1166,362,76,694,416
ENSDARG00000068851,25,5,25,22,99,38,79,17,100,33,321,32,34,106,3,49,58,31
ENSDARG00000068855,1,0,0,0,10,0,13,0,0,10,0,0,0,0,0,0,4,35
ENSDARG00000068856,0,0,0,0,15,12,5,0,0,0,17,0,0,0,27,0,0,4
ENSDARG00000068857,23,0,0,5,0,0,0,0,224,0,0,0,8,1,0,0,7,1
ENSDARG00000068858,0,22,21,22,79,30,11,213,0,13,81,92,33,363,130,6,329,380
ENSDARG00000068863,93,552,682,60,47,41,47,47,186,11,0,33,80,112,55,25,96,127
ENSDARG00000068865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
ENSDARG00000068868,224,518,758,589,1325,1935,407,2821,2525,712,1139,1587,1446,3498,2299,638,3680,2882
ENSDARG00000068869,2,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
ENSDARG00000068870,59,53,101,19,40,32,41,217,160,0,38,29,40,41,6,14,34,38
ENSDARG00000068874,0,3,0,7,1,1,13,0,1,0,0,1,0,14,4,0,30,0
ENSDARG00000068876,0,0,0,14,4140,5023,0,1567,2101,0,871,2104,20,2567,2267,17,3482,3027
ENSDARG00000068883,7,0,4,19,22,0,21,0,323,42,0,20,32,1,16,2,52,36
ENSDARG00000068886,68,56,10,79,65,55,4,0,258,24,71,34,82,117,166,14,137,122
ENSDARG00000068888,35,15,0,4,45,45,30,57,0,6,13,27,131,118,0,38,79,28
ENSDARG00000068892,9,18,54,54,30,108,71,66,71,78,76,39,141,111,18,66,205,117
ENSDARG00000068893,60,82,116,28,93,110,48,135,157,28,19,12,43,25,17,34,96,168
ENSDARG00000068894,645,1183,1619,584,465,908,259,658,517,368,242,238,1189,464,582,304,606,398
ENSDARG00000068910,220,163,0,198,115,435,134,153,73,232,871,204,924,321,52,213,183,80
ENSDARG00000068912,47,118,190,43,235,399,125,156,276,64,391,218,137,482,421,58,522,487
ENSDARG00000068915,64,48,54,36,70,68,38,147,0,55,54,17,105,110,42,12,62,5
ENSDARG00000068916,10,34,0,15,10,17,8,0,31,6,26,14,16,32,46,0,47,50
ENSDARG00000068918,197,308,574,280,359,599,233,442,380,89,289,473,653,683,442,273,730,1024
ENSDARG00000068919,22,0,22,6,22,0,26,43,1,13,29,0,24,3,8,33,35,20
ENSDARG00000068923,0,0,0,4,0,10,3,0,0,0,0,0,16,0,0,8,0,41
ENSDARG00000068926,40,26,0,37,31,19,42,69,269,43,51,18,44,48,90,13,22,19
ENSDARG00000068928,394,732,231,141,130,125,77,233,258,90,140,59,216,170,89,128,127,101
ENSDARG00000068934,16,65,25,228,6,131,36,551,683,30,58,15,77,2825,645,19,321,43
ENSDARG00000068937,0,11,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0
ENSDARG00000068939,0,0,19,0,7,0,1,29,260,15,63,12,13,169,104,1,242,279
ENSDARG00000068940,25,109,140,115,208,199,69,282,447,114,177,145,183,508,257,100,604,319
ENSDARG00000068941,1991,2986,2514,841,291,507,358,435,500,558,846,293,992,995,315,1134,525,798
ENSDARG00000068945,5,9,0,46,25,64,17,70,0,4,0,0,75,13,1,25,5,29
ENSDARG00000068947,5,0,0,20,39,157,0,0,0,0,78,23,0,0,0,0,0,1
ENSDARG00000068951,0,0,0,0,0,0,0,0,0,0,33,0,0,0,3,0,13,53
ENSDARG00000068958,22,91,172,34,47,10,17,65,0,8,28,16,43,76,0,18,86,25
ENSDARG00000068965,153,232,302,536,604,945,215,901,834,235,207,180,1197,1096,809,430,782,698
ENSDARG00000068966,8,5,0,55,86,159,40,166,390,107,48,76,62,141,94,13,8,2
ENSDARG00000068967,11,0,166,11,56,71,10,149,92,24,29,12,36,10,36,21,43,74
ENSDARG00000068969,0,18,0,1,14,22,1,81,219,42,75,15,65,87,55,13,168,142
ENSDARG00000068971,396,606,356,341,283,437,144,367,607,83,160,174,514,863,447,187,356,449
ENSDARG00000068973,306,243,237,329,292,248,318,850,797,560,345,389,509,1195,460,196,1307,1104
ENSDARG00000068974,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ENSDARG00000068976,0,13,0,35,4,0,27,0,0,3,0,0,113,0,0,29,0,14
ENSDARG00000068978,167,426,713,279,1078,1376,351,2649,1914,320,1055,1829,478,1924,1372,184,2531,2191
ENSDARG00000068981,384,380,725,479,300,476,309,349,1077,202,232,183,903,495,161,312,554,351
ENSDARG00000068982,56,10,14,30,174,72,25,4,357,59,137,17,90,70,94,61,54,143
ENSDARG00000068983,62,291,88,146,229,146,84,324,884,130,122,137,474,299,178,193,221,275
ENSDARG00000068989,5,0,0,346,110,109,64,0,171,419,167,73,2024,179,182,425,25,55
ENSDARG00000068991,35,65,59,25,43,37,38,152,0,13,44,45,92,215,13,65,160,80
ENSDARG00000068992,45607,94282,118246,41051,109593,132303,33580,156455,216311,29402,88497,96404,79419,206349,131538,47095,185771,169077
ENSDARG00000068993,177,146,196,95,4,77,77,67,39,70,25,24,155,215,299,78,181,111
ENSDARG00000068994,0,0,0,5,5,0,0,0,0,0,0,0,7,21,0,18,13,2
ENSDARG00000068995,283,530,794,889,1442,1510,732,1552,1836,673,1024,1128,2663,1447,1249,1234,1770,1134
ENSDARG00000068996,53,184,229,149,239,429,104,586,691,157,267,225,631,624,302,247,348,155
ENSDARG00000069003,160,284,523,275,93,155,54,228,520,23,100,13,449,283,164,181,179,182
ENSDARG00000069006,1297,855,1071,1605,946,1383,666,1904,2986,728,862,726,2549,2053,1037,1064,1551,1995
ENSDARG00000069009,6,18,106,87,75,42,43,147,127,75,20,70,161,71,39,98,93,54
ENSDARG00000069011,0,0,0,17,0,0,5,0,0,19,0,8,45,8,0,0,0,0
ENSDARG00000069013,125,77,208,146,298,194,154,641,621,197,269,87,347,359,451,144,402,349
ENSDARG00000069014,166,158,72,204,77,243,139,0,285,151,66,75,333,81,35,101,58,146
ENSDARG00000069017,6,0,0,0,6,24,181,975,717,49,97,116,71,1273,128,0,243,106
ENSDARG00000069018,4,0,0,0,9,8,0,92,134,0,0,12,0,114,0,0,9,35
ENSDARG00000069019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSDARG00000069025,4,69,0,18,122,23,9,399,0,4,172,13,9,268,236,0,321,353
ENSDARG00000069026,2,0,0,52,5,24,8,0,49,30,40,49,435,23,6,166,0,8
ENSDARG00000069027,9,6,44,25,10,22,50,127,558,445,76,62,545,173,62,768,356,157
ENSDARG00000069028,3,7,0,14,0,0,0,0,0,0,0,0,11,0,0,2,0,0
ENSDARG00000069029,46,2,0,35,0,62,6,97,0,146,163,104,95,82,96,75,82,118
ENSDARG00000069030,37,10,31,262,85,65,68,171,184,123,47,65,360,41,25,244,51,121
ENSDARG00000069031,32,354,1859,246,30,43,3,0,0,105,45,4,118,29,15,41,0,0
ENSDARG00000069033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2
ENSDARG00000069037,3,25,46,9,71,36,7,32,88,0,40,22,29,124,26,22,151,33
ENSDARG00000069038,7,0,0,3,0,0,6,0,0,8,0,0,101,19,4,29,3,0
ENSDARG00000069043,17,43,92,5,1,4,43,64,98,7,81,0,18,314,119,5,17,44
ENSDARG00000069044,178,484,427,183,455,558,117,507,537,102,286,229,264,660,172,168,646,658
ENSDARG00000069045,6,0,0,0,1,9,4,0,0,0,0,0,5,50,0,0,11,15
ENSDARG00000069046,0,0,0,13,0,0,0,0,0,8,0,0,28,26,0,0,0,0
ENSDARG00000069048,115,129,56,545,285,182,761,743,667,810,279,68,1308,172,148,723,401,192
ENSDARG00000069056,1059,862,2563,896,849,967,476,1087,2681,546,481,501,1405,1417,809,1010,990,1242
ENSDARG00000069058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
ENSDARG00000069065,143,301,211,95,162,146,59,285,127,59,150,297,269,376,310,71,492,150
ENSDARG00000069066,375,788,1778,503,1114,1301,370,1075,2120,342,387,597,1142,2046,1480,502,2197,1860
ENSDARG00000069074,988,785,2918,2469,1446,2396,2432,3146,6808,1690,3041,917,5773,4275,2116,1990,2961,2277
ENSDARG00000069082,29,125,99,14,85,8,46,0,18,40,51,26,86,34,49,34,42,32
ENSDARG00000069085,617,821,1793,764,398,732,451,391,747,322,466,307,1011,1177,373,361,765,575
ENSDARG00000069089,5,0,0,0,8,0,5,47,0,7,16,0,39,0,0,7,25,0
ENSDARG00000069090,189,456,1392,321,1809,1739,268,2130,2739,266,660,692,1630,1883,1119,404,1554,1590
ENSDARG00000069093,2651,715,469,23160,3118,6635,38790,24726,152074,71375,30404,6465,118864,34000,11228,66693,16212,6426
ENSDARG00000069095,15,0,0,0,0,7,24,159,55,0,13,0,14,385,67,38,33,24
ENSDARG00000069099,74,317,391,216,407,343,158,412,436,337,147,257,280,552,402,86,506,305
ENSDARG00000069100,961,1019,1871,792,6087,8948,1155,26823,26265,1128,11645,21344,2405,35136,25518,1023,18987,23519
ENSDARG00000069101,51,91,45,479,151,236,247,311,809,458,134,116,1569,324,171,286,198,128
ENSDARG00000069102,183,393,425,138,389,434,83,478,1107,95,241,405,251,885,536,124,763,679
ENSDARG00000069105,2166,2576,2446,1429,3001,5067,1498,2020,3709,1672,989,738,3081,1852,1063,1269,1576,587
ENSDARG00000069106,40,96,124,176,103,228,50,284,473,159,133,53,261,235,126,231,168,104
ENSDARG00000069109,259,729,391,133,246,223,153,544,714,123,265,233,254,826,373,239,582,680
ENSDARG00000069111,11,0,10,5,34,0,28,0,3,20,39,32,42,42,0,13,31,20
ENSDARG00000069113,723,722,1444,2116,1377,2085,765,1140,1468,1099,781,670,4412,2644,1479,2179,2458,2185
ENSDARG00000069114,31,62,105,77,89,72,37,497,654,64,215,130,84,1187,328,34,1171,1210
ENSDARG00000069116,19,0,0,15,10,1,9,179,1,0,20,35,21,47,35,18,57,1
ENSDARG00000069117,0,0,32,8,7,3,8,0,195,47,0,0,102,28,0,56,0,3
ENSDARG00000069118,1209,1942,2535,1449,1740,2283,811,1943,6216,645,925,1203,2679,3063,1941,1082,2699,2432
ENSDARG00000069122,199,161,179,200,151,144,133,301,457,165,110,83,517,671,237,196,175,277
ENSDARG00000069129,3,0,0,0,0,0,11,18,0,0,0,0,8,0,0,7,0,1
ENSDARG00000069133,12,0,0,27,4,0,17,71,148,0,0,17,107,0,0,25,49,0
ENSDARG00000069134,0,0,0,6,0,22,0,35,0,11,18,0,101,0,26,25,0,9
ENSDARG00000069135,98,455,647,309,1047,671,70,2487,1757,490,502,629,873,2733,1679,454,2057,1133
ENSDARG00000069139,9,0,0,27,39,25,31,142,118,74,76,0,253,24,0,84,17,22
ENSDARG00000069142,2388,4017,4735,2001,2176,3348,1331,2632,5744,1523,1845,1481,4390,6038,2762,2035,4270,4660
ENSDARG00000069143,0,0,0,4,0,0,0,0,0,0,11,0,16,0,16,0,0,1
ENSDARG00000069147,31,86,124,87,99,169,47,221,161,93,63,90,161,143,298,85,182,114
ENSDARG00000069150,15,153,0,43,902,1216,63,608,999,141,236,635,101,805,474,43,689,895
