ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_1,wt_GFPpos_24hpf_2,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_1,wt_GFPpos_48hpf_2,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_1,wt_GFPpos_72hpf_2,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_1,gata5_GFPpos_72hpf_2,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_1,tbx5_GFPpos_72hpf_2,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_1,hand2_GFPpos_72hpf_2
ENSDARG00000031126,135,293,420,193,160,118,150,78,273,193,13,41,217,152,19,77,54,52
ENSDARG00000031136,37,52,59,57,33,10,80,14,58,17,375,44,105,222,100,85,499,293
ENSDARG00000031138,280,136,185,314,188,271,115,1,340,115,97,25,438,53,135,99,24,55
ENSDARG00000031150,20,37,0,15,0,0,0,0,115,8,5,0,15,0,0,0,31,16
ENSDARG00000031161,3,0,0,12,21,0,3,1,0,9,0,0,77,0,0,38,0,0
ENSDARG00000031164,387,581,1357,236,731,808,187,1286,4070,202,1425,308,455,2356,874,344,1573,1282
ENSDARG00000031198,107,165,221,311,267,314,122,212,349,132,79,138,514,253,144,237,223,232
ENSDARG00000031200,725,740,912,774,726,1382,470,725,1878,446,580,440,2345,2465,1201,634,1855,1367
ENSDARG00000031202,53,204,258,64,289,332,39,323,403,62,192,186,277,369,100,121,242,215
ENSDARG00000031203,9,28,53,15,100,107,20,100,0,45,48,20,46,122,26,26,136,54
ENSDARG00000031214,505,1199,1501,555,1113,1791,523,1356,3085,465,830,589,1356,2416,1595,527,1946,1969
ENSDARG00000031216,389,637,408,616,750,1195,266,1523,1150,254,348,472,948,1377,531,331,1088,554
ENSDARG00000031222,230,146,219,912,170,213,367,127,291,262,67,71,1427,371,116,451,71,99
ENSDARG00000031228,469,2329,3379,462,2038,3873,534,1535,2142,607,366,258,785,1567,714,350,1418,507
ENSDARG00000031240,137,317,471,451,411,473,221,243,641,228,240,229,653,670,304,231,684,436
ENSDARG00000031243,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ENSDARG00000031246,18,0,84,24,66,0,20,6,22,0,18,19,39,39,97,23,66,51
ENSDARG00000031248,11,0,0,4,14,23,0,0,0,1,0,10,22,0,0,27,21,54
ENSDARG00000031261,223,375,393,222,262,304,231,166,491,160,133,173,363,568,134,176,374,610
ENSDARG00000031269,127,152,508,347,268,346,184,261,629,157,230,102,746,606,101,166,350,288
ENSDARG00000031278,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2
ENSDARG00000031283,32,96,156,147,12,19,116,263,80,102,72,34,692,77,73,160,20,51
ENSDARG00000031293,223,399,348,138,419,298,110,111,302,130,172,91,273,296,393,113,405,387
ENSDARG00000031299,38,25,47,42,49,39,16,0,346,34,0,29,21,158,219,19,121,57
ENSDARG00000031302,353,728,1690,855,768,1205,335,1046,2143,284,793,448,1429,2512,1006,704,1819,1634
ENSDARG00000031307,126,0,0,83,109,64,148,68,83,110,54,31,521,182,38,148,38,27
ENSDARG00000031316,37,0,0,227,71,155,162,214,386,206,27,100,438,276,61,136,102,75
ENSDARG00000031317,91,217,139,285,640,660,305,1644,2225,659,1394,1227,1829,2552,2314,3498,4086,4757
ENSDARG00000031325,9,10,0,8,17,52,16,113,0,12,1,0,14,22,48,0,45,10
ENSDARG00000031336,20,1,54,28,112,124,87,244,591,131,384,274,153,1022,475,113,322,499
ENSDARG00000031337,27,76,116,26,53,43,44,228,499,21,22,66,53,57,28,66,19,1
ENSDARG00000031343,57,10,0,145,19,107,113,274,214,311,123,154,1135,207,257,184,224,299
ENSDARG00000031345,177,310,279,120,851,1230,142,1696,1059,219,841,1167,575,2244,1203,224,1621,1422
ENSDARG00000031346,221,328,535,355,355,626,182,530,1132,282,374,249,642,685,467,379,727,565
ENSDARG00000031348,29,24,0,0,946,1713,0,1918,3325,43,647,1287,24,1966,1586,6,1467,2435
ENSDARG00000031359,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,17
ENSDARG00000031366,58,135,127,28,84,54,45,194,0,17,36,30,92,130,220,18,184,139
ENSDARG00000031372,174,28,176,118,13,76,110,155,90,88,8,36,289,68,17,112,73,62
ENSDARG00000031382,131,115,179,305,139,128,134,282,36,47,13,27,796,228,16,233,37,66
ENSDARG00000031383,7,0,0,0,0,0,0,0,41,0,0,0,6,26,0,0,28,0
ENSDARG00000031387,20,0,0,58,27,58,44,85,110,78,14,2,325,7,11,114,60,27
ENSDARG00000031388,331,573,425,557,1411,1646,306,1745,1131,274,1167,1403,1088,2616,1921,605,1821,2224
ENSDARG00000031420,52,0,0,56,391,894,51,323,371,79,32,11,119,210,134,50,259,115
ENSDARG00000031422,90,86,35,63,2,21,96,0,73,44,17,62,125,148,72,36,20,1
ENSDARG00000031426,167,2014,2395,58,589,199,45,784,254,85,276,221,178,673,329,61,421,133
ENSDARG00000031427,805,1891,844,1371,8248,7797,893,10804,11504,1288,3595,6257,4125,8379,9377,1684,9192,7782
ENSDARG00000031434,434,645,1024,368,510,823,357,764,1287,256,400,400,737,1035,538,342,973,964
ENSDARG00000031435,1087,2984,2358,786,4914,4344,859,6674,3241,636,2698,3114,1313,4138,3585,450,5174,3268
ENSDARG00000031438,3,0,3,38,25,22,36,97,82,77,49,44,261,21,21,81,10,0
ENSDARG00000031463,13,0,0,60,12,2,24,0,152,18,0,0,230,27,24,39,5,34
ENSDARG00000031483,147,0,0,373,164,289,127,251,968,296,409,4,807,156,104,649,83,84
ENSDARG00000031489,10,0,15,25,30,12,12,0,0,51,52,0,59,34,15,30,62,54
ENSDARG00000031494,2703,3567,6257,3687,2409,4299,2484,4350,5090,2595,1927,1588,7436,6400,3396,2517,5946,4713
ENSDARG00000031495,9166,11746,11666,6174,4426,5438,2773,10735,19382,2208,3765,3282,7329,7221,5395,6318,8289,8106
ENSDARG00000031496,179,363,491,347,257,459,154,348,771,230,161,199,598,907,418,161,494,274
ENSDARG00000031506,81,79,110,53,166,48,37,431,566,28,218,81,107,590,258,45,489,459
ENSDARG00000031511,299,604,610,341,536,631,247,751,917,161,586,457,415,594,991,221,839,627
ENSDARG00000031533,0,80,126,33,59,104,71,131,311,0,66,129,68,202,81,51,118,171
ENSDARG00000031534,3,2,0,18,0,22,1,4,105,31,61,17,17,0,1,5,126,238
ENSDARG00000031540,10,0,0,70,18,96,38,144,171,83,69,112,427,79,45,92,81,78
ENSDARG00000031548,800,276,207,1348,679,760,509,248,632,635,272,274,2729,780,207,1213,722,258
ENSDARG00000031560,719,891,1060,424,287,415,262,417,161,239,185,256,874,836,423,266,583,566
ENSDARG00000031562,65,117,84,158,81,174,92,144,800,84,107,48,293,202,139,161,200,151
ENSDARG00000031587,21,0,0,132,92,124,69,91,717,91,29,0,369,133,0,242,68,38
ENSDARG00000031588,14,59,0,0,47,49,140,0,181,18,1541,202,40,59,223,43,235,269
ENSDARG00000031598,1,0,0,20,2,2,5,0,0,10,0,0,145,2,17,59,0,17
ENSDARG00000031600,2,0,0,116,24,48,22,35,0,117,19,45,162,31,0,40,14,1
ENSDARG00000031616,0,0,0,0,0,0,0,6,0,20,7,0,15,413,131,16,66,32
ENSDARG00000031618,143,130,124,252,81,143,114,268,218,109,105,57,710,191,19,201,185,65
ENSDARG00000031632,147,244,64,204,252,172,139,113,283,57,93,94,311,238,154,206,161,121
ENSDARG00000031637,539,843,1372,781,503,724,327,544,1223,489,400,330,942,977,525,335,916,668
ENSDARG00000031647,73,164,237,135,146,175,205,574,564,194,405,118,630,652,99,178,566,316
ENSDARG00000031649,0,0,0,9,0,0,0,0,0,0,0,0,35,0,0,5,0,6
ENSDARG00000031657,0,0,0,6,40,5,14,0,0,4,0,42,17,131,43,15,58,54
ENSDARG00000031658,174,47,207,78,80,159,151,23,20,51,107,34,119,65,13,54,192,113
ENSDARG00000031664,277,0,0,39,70,265,17,363,363,117,65,125,44,147,187,18,125,159
ENSDARG00000031678,1072,705,502,2341,1238,1256,3933,3091,7662,4141,1092,1063,7397,3587,1585,3790,2342,1113
ENSDARG00000031680,79,173,265,93,50,91,62,157,156,112,92,44,130,141,54,91,133,89
ENSDARG00000031681,86,401,392,234,888,1241,126,1393,1219,122,694,368,934,1827,846,204,1521,1273
ENSDARG00000031683,84,1059,2333,595,4463,1708,31,4352,4254,627,1638,376,4019,5451,2494,1052,8434,3782
ENSDARG00000031693,0,0,0,26,4,0,0,0,0,0,14,15,14,0,0,0,56,75
ENSDARG00000031698,40,139,462,33,376,571,2,466,373,22,220,0,35,300,71,17,1843,405
ENSDARG00000031702,0,0,0,17,61,31,24,38,620,7,30,13,118,234,117,50,60,55
ENSDARG00000031709,92,262,125,119,160,149,102,273,832,27,56,115,170,294,230,103,225,253
ENSDARG00000031712,0,0,0,107,27,132,134,52,0,97,100,0,502,133,101,134,125,74
ENSDARG00000031715,5,174,625,20,192,81,16,834,427,5,671,287,105,2413,620,42,1549,1780
ENSDARG00000031720,1564,442,305,3907,1263,2093,1651,1787,4795,3275,1709,1212,13062,3256,1607,4127,2508,2284
ENSDARG00000031731,0,0,0,41,39,82,10,324,251,27,166,4,9,562,113,0,566,832
ENSDARG00000031737,4,1,0,16,33,5,38,0,190,22,0,0,86,12,21,47,3,32
ENSDARG00000031745,0,1,0,0,0,6,1,66,176,0,0,0,0,0,0,0,19,28
ENSDARG00000031749,0,2,0,12,58,17,0,37,193,2,109,0,3,52,45,17,211,212
ENSDARG00000031751,261,670,1324,194,90,60,154,374,737,253,85,108,711,315,88,332,317,131
ENSDARG00000031756,135,420,1022,339,1161,1856,235,1130,1409,246,453,335,947,1660,968,380,1545,1204
ENSDARG00000031757,0,0,0,7,9,0,4,0,0,0,47,0,0,12,34,19,21,12
ENSDARG00000031761,303,3903,3237,88,42,18,47,280,705,160,123,169,151,499,191,72,344,98
ENSDARG00000031763,254,915,1825,338,1152,1311,188,794,1555,280,311,170,649,677,259,476,956,492
ENSDARG00000031768,77,41,96,1179,462,722,461,360,1179,694,278,98,3684,1002,361,694,623,500
ENSDARG00000031770,1088,1647,1850,1126,604,821,418,557,1167,487,615,273,1456,1057,834,766,1141,859
ENSDARG00000031774,169,403,317,255,98,184,169,310,326,123,135,108,273,228,231,148,354,353
ENSDARG00000031775,924,1666,3345,934,536,681,344,1145,2218,369,384,387,1204,892,521,560,642,652
ENSDARG00000031776,1279,3664,1771,1158,10174,7561,902,11424,9147,1566,9307,5725,2440,11983,8018,2056,10794,8884
ENSDARG00000031777,47,0,0,15,388,528,17,529,468,48,127,151,99,682,198,48,330,320
ENSDARG00000031782,784,1241,1746,497,2867,4411,1023,7199,6732,605,3817,3550,863,11528,7143,257,6626,6411
ENSDARG00000031783,56,50,54,151,60,43,37,249,66,61,67,38,571,100,72,309,43,19
ENSDARG00000031795,1065,2270,3422,1015,695,1271,443,1448,1844,394,651,618,1217,2034,1093,473,1932,2313
ENSDARG00000031796,53,0,56,299,170,317,82,44,172,206,101,79,1273,231,149,446,313,166
ENSDARG00000031809,18,25,0,8,45,16,18,0,0,6,35,8,58,34,34,12,36,21
ENSDARG00000031814,12,12,41,22,83,134,26,95,0,11,53,73,23,67,45,7,113,90
ENSDARG00000031817,28,211,224,44,132,118,73,4,154,45,102,115,171,86,192,46,132,41
ENSDARG00000031819,702,1134,1186,678,1894,2401,744,2558,3885,948,2265,2278,1566,3745,2655,917,3577,3287
ENSDARG00000031836,227,516,794,276,525,582,229,577,1501,327,508,241,704,1586,560,183,1441,1216
ENSDARG00000031845,25,197,282,72,209,394,95,365,564,180,157,177,255,962,432,110,542,352
ENSDARG00000031848,20,17,0,36,23,31,24,207,0,8,25,35,40,627,88,5,197,139
ENSDARG00000031875,2,0,29,0,10,5,54,0,0,45,30,20,61,45,7,0,31,1
ENSDARG00000031885,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,0
ENSDARG00000031886,149,287,443,258,165,405,114,442,563,70,132,47,432,406,177,155,244,159
ENSDARG00000031888,170,152,89,290,202,254,86,447,232,32,106,121,445,360,218,185,209,242
ENSDARG00000031890,93,16,0,82,128,112,55,55,128,90,63,32,201,124,98,63,271,103
ENSDARG00000031891,228,2244,3229,283,318,434,323,206,735,328,147,41,725,328,189,232,699,224
ENSDARG00000031894,225,73,217,1259,1076,1134,573,840,1372,553,331,266,1935,1707,945,651,932,603
ENSDARG00000031907,1002,1380,1596,624,664,621,650,508,1609,509,359,202,853,792,568,525,679,558
ENSDARG00000031911,498,852,1146,462,1692,2354,566,1944,2780,504,941,1440,977,2371,1254,599,2187,2082
ENSDARG00000031915,194,375,257,260,336,320,121,578,605,157,223,235,497,642,233,239,588,348
ENSDARG00000031929,10,0,0,9,50,14,15,80,1421,38,218,67,22,62,21,18,77,1
ENSDARG00000031930,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000031952,5,0,0,71,503,148,39,234,2818,91,168,83,129,145,236,76,191,271
ENSDARG00000031954,5,25,95,3,94,47,14,275,108,16,175,88,75,250,192,47,161,209
ENSDARG00000031956,103,321,250,112,202,149,127,320,2,139,172,133,168,413,122,94,388,354
ENSDARG00000031968,53,66,8,49,291,309,32,391,197,1,197,237,79,166,308,33,320,226
ENSDARG00000031971,129,181,32,110,181,401,89,222,544,76,209,132,186,245,353,54,277,244
ENSDARG00000031976,19,5,182,42,28,34,6,0,0,0,20,0,59,31,0,26,29,16
ENSDARG00000031981,21,33,44,16,2416,2631,44,1228,2277,42,611,1035,109,1263,1042,90,1162,1205
ENSDARG00000031983,191,106,18,193,58,9,100,0,324,167,53,24,221,79,41,127,75,55
ENSDARG00000031985,112,252,230,163,300,400,207,341,263,161,192,303,315,326,444,134,482,466
ENSDARG00000032005,0,0,0,2,21,0,8,72,0,20,0,0,1,11,0,0,13,18
ENSDARG00000032010,42,230,129,29,1082,1302,49,1004,229,25,332,402,101,946,485,5,769,604
ENSDARG00000032013,428,1233,1549,678,1755,2561,463,2369,2449,696,1464,1468,2061,4007,2792,727,2864,2893
ENSDARG00000032037,44,10,84,52,102,55,77,107,394,41,97,53,171,724,199,69,345,323
ENSDARG00000032039,127,177,479,532,296,633,265,519,1421,365,320,308,2346,1010,476,998,653,540
ENSDARG00000032043,6,0,1,6,23,0,4,43,56,0,0,43,10,104,2,0,14,2
ENSDARG00000032049,578,617,1436,495,636,1210,441,897,2347,396,323,287,1730,1246,452,733,1272,781
ENSDARG00000032056,39,26,27,190,171,149,143,178,253,179,143,123,306,316,154,61,203,202
ENSDARG00000032072,291,281,719,554,171,613,212,817,1324,392,329,427,915,682,311,432,549,509
ENSDARG00000032077,0,1,44,0,13,15,0,2,0,0,9,0,13,7,20,7,66,22
ENSDARG00000032079,29,0,0,57,29,42,105,25,396,39,96,86,25,143,43,38,43,18
ENSDARG00000032083,535,463,301,1985,1480,2075,793,2005,1852,1001,799,1114,4542,2568,954,1097,1569,1442
ENSDARG00000032087,144,243,376,80,209,228,59,258,136,66,270,222,155,418,249,88,258,211
ENSDARG00000032098,0,0,0,0,0,0,0,40,40,0,30,32,0,204,151,0,70,9
ENSDARG00000032102,313,2244,2975,265,461,517,146,1099,836,156,511,186,401,1095,614,215,606,501
ENSDARG00000032103,2061,2548,2639,2627,5917,7561,1142,7816,10308,801,3840,3724,4438,9122,6102,2142,9796,9297
ENSDARG00000032114,122,365,446,211,219,698,167,500,686,93,249,243,461,804,368,146,575,507
ENSDARG00000032116,57,98,174,50,148,149,114,262,257,23,91,124,150,199,96,60,142,67
ENSDARG00000032117,171,485,526,420,554,928,225,1142,2115,220,367,390,800,1696,569,442,845,1196
ENSDARG00000032126,14,0,24,68,90,47,44,0,153,82,75,12,358,40,113,165,21,43
ENSDARG00000032129,140,269,82,137,206,298,91,248,551,87,239,106,236,289,176,109,402,194
ENSDARG00000032131,0,0,0,0,0,0,0,0,0,15,98,285,29,0,0,21,60,1
ENSDARG00000032155,672,1024,954,829,998,1752,434,1427,2938,504,984,527,2216,2477,1393,959,2264,1726
ENSDARG00000032156,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000032157,85,287,607,198,284,362,109,234,327,82,151,184,348,822,186,112,518,451
ENSDARG00000032161,1366,1731,1489,1640,1374,2237,1190,2256,3708,1145,1032,937,3476,4563,1874,1114,3883,3655
ENSDARG00000032175,1328,1308,1276,1232,1188,1346,692,1206,2995,721,576,697,1600,1924,978,810,1728,1320
ENSDARG00000032188,316,850,1071,367,752,917,381,243,427,337,508,208,679,730,669,146,1098,1112
ENSDARG00000032197,81,132,527,161,337,457,159,623,761,170,280,177,506,520,161,145,440,343
ENSDARG00000032199,9,0,0,51,6,8,9,52,0,47,0,18,277,108,0,59,19,14
ENSDARG00000032206,0,0,0,0,30,18,7,43,0,0,38,72,1,46,0,13,25,52
ENSDARG00000032218,37,139,226,46,202,75,51,253,293,40,133,74,80,113,72,52,162,111
ENSDARG00000032221,715,778,1575,628,526,1158,333,654,514,425,341,265,1176,1023,328,607,835,555
ENSDARG00000032234,14,108,255,17,149,110,17,32,150,14,16,0,46,188,2,13,181,61
ENSDARG00000032237,193,376,508,114,86,242,157,300,655,142,62,59,204,300,263,61,288,201
ENSDARG00000032238,14,26,0,35,103,42,79,176,0,122,11,45,117,57,82,103,63,71
ENSDARG00000032242,142,0,148,24,46,67,13,213,516,11,15,26,115,164,81,61,167,87
ENSDARG00000032246,6,0,0,10,11,24,0,2,141,25,19,7,111,15,6,13,0,0
ENSDARG00000032256,148,159,290,124,167,158,143,231,412,126,122,124,302,174,119,187,216,177
ENSDARG00000032261,333,532,602,514,342,499,192,697,1323,193,463,336,884,1095,516,537,620,544
ENSDARG00000032263,38,29,236,38,0,43,31,79,148,33,52,88,54,64,53,60,73,43
ENSDARG00000032264,1031,1445,1309,395,222,332,235,234,566,179,311,161,446,481,240,226,657,373
ENSDARG00000032272,29,73,83,73,19,26,51,0,0,29,47,0,53,72,62,50,48,25
ENSDARG00000032277,49,4,26,28,13,25,11,26,0,40,21,11,66,62,0,62,79,40
ENSDARG00000032285,39,56,0,28,29,65,29,161,177,25,5,15,90,50,39,28,84,14
ENSDARG00000032296,315,505,820,364,947,850,201,962,1063,228,373,535,629,1099,748,215,1149,721
ENSDARG00000032298,20,9,103,96,307,443,64,255,238,79,250,253,165,394,300,92,354,211
ENSDARG00000032317,930,98,281,1962,497,892,796,1156,1589,850,395,237,3395,762,276,1024,680,224
ENSDARG00000032318,7,20,0,22,26,63,0,0,0,47,67,9,38,137,12,22,254,178
ENSDARG00000032319,17,51,56,27,49,106,21,114,658,37,60,90,167,223,79,113,92,96
ENSDARG00000032324,794,753,1331,671,765,1467,295,585,1171,330,229,337,952,1351,294,537,1098,425
ENSDARG00000032326,16,74,71,54,67,48,21,359,0,17,122,48,74,203,67,35,88,108
ENSDARG00000032327,658,1056,1928,622,1106,1652,468,2267,2733,721,884,1024,1834,2693,1348,475,2512,1980
ENSDARG00000032340,14,145,182,70,592,462,130,795,413,54,291,265,171,407,362,61,532,358
ENSDARG00000032344,29,30,0,192,46,35,32,148,265,139,21,0,640,44,55,174,148,96
ENSDARG00000032353,166,217,355,114,329,207,142,295,566,149,137,152,367,278,190,98,325,273
ENSDARG00000032369,259,250,236,352,304,280,234,439,629,256,248,132,1109,712,721,446,342,242
ENSDARG00000032372,0,73,0,13,0,31,22,0,92,2,25,3,12,72,18,0,25,1
ENSDARG00000032373,326,816,1022,265,193,477,206,822,1337,277,237,415,578,834,381,233,659,712
ENSDARG00000032380,0,0,0,42,0,0,4,0,0,0,0,0,14,0,0,8,0,0
ENSDARG00000032389,20,0,0,12,110,120,14,2,0,23,59,150,41,85,124,22,177,221
ENSDARG00000032405,175,288,150,313,653,618,320,485,1102,230,954,347,660,1013,568,469,469,256
ENSDARG00000032426,75,233,244,97,62,37,63,0,169,37,96,49,86,224,111,35,49,75
ENSDARG00000032430,633,1386,1135,1031,1929,2630,526,2814,4744,405,1112,1390,2201,3274,2105,886,2542,2463
ENSDARG00000032431,38,137,174,32,16,5,45,34,332,0,5,0,25,114,42,20,14,34
ENSDARG00000032435,314,1299,843,395,428,523,348,883,1657,539,207,199,748,550,263,358,443,126
ENSDARG00000032458,470,983,1099,801,1038,1389,524,809,2145,566,785,487,1769,2105,893,656,1434,1691
ENSDARG00000032465,13,59,0,21,3,28,24,120,350,14,0,0,40,89,0,6,34,63
ENSDARG00000032469,296,2655,5593,261,345,376,178,307,730,86,330,77,103,410,207,56,892,601
ENSDARG00000032482,365,983,1321,485,866,815,717,637,1873,923,559,472,1693,932,411,1131,1089,762
ENSDARG00000032496,8,46,0,12,2226,2153,44,777,817,19,356,618,28,1419,1051,14,1054,1072
ENSDARG00000032516,21,60,74,78,77,125,62,190,0,68,73,120,109,187,101,7,111,166
ENSDARG00000032532,723,685,1858,724,891,1116,544,1428,1397,493,1016,823,1476,1667,927,593,1712,1766
ENSDARG00000032535,59,51,0,78,118,171,51,108,164,101,41,38,143,37,54,119,109,70
ENSDARG00000032552,65,268,617,194,246,238,90,99,776,138,151,129,444,385,200,98,343,360
ENSDARG00000032553,14,9,40,16,19,25,6,50,0,36,16,0,27,52,44,9,59,12
ENSDARG00000032565,0,0,0,199,73,42,31,0,0,108,0,14,620,83,33,238,3,70
ENSDARG00000032571,22,121,19,15,2,6,15,118,0,55,92,0,38,0,23,0,6,1
ENSDARG00000032575,1297,2408,1281,1058,7388,8870,1297,9591,7605,1166,4222,5913,2862,8466,7215,1266,8102,7568
ENSDARG00000032577,132,112,173,213,180,167,60,206,260,175,67,122,483,170,274,132,268,119
ENSDARG00000032578,56,65,0,302,86,8,58,12,98,55,28,0,364,152,16,119,74,26
ENSDARG00000032584,0,9,0,8,3,13,9,0,0,0,8,0,8,157,0,8,14,2
ENSDARG00000032601,7,59,56,145,264,431,92,1069,829,89,440,334,479,866,629,225,811,1177
ENSDARG00000032603,114,41,128,148,177,174,45,162,114,22,60,88,223,233,135,46,178,81
ENSDARG00000032606,468,449,672,420,2524,3886,321,2031,3381,325,1047,1888,1092,2717,2532,675,3041,3188
ENSDARG00000032614,125,209,205,486,404,345,357,363,1009,270,231,206,1458,391,359,435,640,214
ENSDARG00000032617,399,756,736,375,417,477,805,399,2027,763,191,177,1153,933,206,428,1036,465
ENSDARG00000032618,32,67,13,4,27,55,30,51,126,59,54,21,35,137,63,17,34,53
ENSDARG00000032619,131,257,795,522,964,813,353,1835,4774,519,855,339,1916,2663,1399,1212,2268,1350
ENSDARG00000032623,7,19,0,76,34,104,42,95,189,84,22,5,639,124,7,215,132,47
ENSDARG00000032627,325,512,752,424,391,556,205,434,1309,139,294,310,871,1137,535,348,803,954
ENSDARG00000032630,822,123,167,1440,2415,4190,936,4518,19008,785,2854,1280,5424,10285,4216,1173,7279,3258
ENSDARG00000032631,14,217,362,18,114,51,4,101,0,8,157,18,67,352,109,35,621,588
ENSDARG00000032637,814,1427,1379,499,310,328,381,273,1114,173,184,132,598,403,311,701,383,366
ENSDARG00000032639,0,0,0,11,0,0,15,54,431,3,0,15,65,17,0,4,46,0
ENSDARG00000032650,100,168,101,115,263,267,87,289,412,93,86,144,219,490,174,76,308,269
ENSDARG00000032651,1055,1482,3591,1786,2053,2138,696,3192,4806,1296,1325,1050,4696,3885,2717,2958,3435,3943
ENSDARG00000032653,72,4,258,129,79,114,122,307,174,215,36,46,304,99,25,206,114,153
ENSDARG00000032704,102,95,124,80,59,52,35,56,0,63,124,52,127,203,221,34,128,192
ENSDARG00000032705,52,47,0,746,226,259,255,281,1358,490,253,219,1034,347,79,453,272,127
ENSDARG00000032708,170,140,185,81,296,134,73,685,288,78,354,461,292,797,517,86,424,352
ENSDARG00000032714,9,5,0,29,140,425,42,64,48,97,114,79,736,226,86,203,45,25
ENSDARG00000032725,1550,3191,3665,1551,4230,3914,1511,7009,6764,1777,3882,6154,5570,11912,7633,4533,13133,10576
ENSDARG00000032737,31,0,0,131,19,49,172,266,250,160,54,0,1918,116,74,526,40,119
ENSDARG00000032743,0,0,0,0,10,0,0,0,0,0,9,27,0,0,0,0,0,16
ENSDARG00000032746,8,13,0,16,0,4,17,119,5,0,0,0,47,41,16,17,27,0
ENSDARG00000032761,126,368,299,304,715,521,74,272,654,141,180,352,632,521,371,202,659,386
ENSDARG00000032765,909,860,1171,1095,3018,5195,1290,2286,6578,1218,1589,1891,2289,3317,1942,1043,4084,3149
ENSDARG00000032769,99,212,413,65,71,48,48,195,313,54,73,56,164,245,37,24,287,302
ENSDARG00000032780,36,65,33,11,59,175,43,136,136,38,58,15,63,155,126,36,31,198
ENSDARG00000032795,15,28,51,56,98,215,62,131,328,45,32,24,107,196,88,56,119,56
ENSDARG00000032799,0,10,41,125,24,50,17,79,0,242,64,33,736,165,29,169,2,98
ENSDARG00000032801,0,34,27,5,2,10,14,0,0,10,114,22,8,0,14,2,12,38
ENSDARG00000032802,1401,1779,3162,1697,2549,4171,922,3994,3574,841,2175,1418,3436,7051,3551,1673,5980,5992
ENSDARG00000032808,4,13,0,0,0,0,8,0,135,0,0,0,24,0,0,0,0,1
ENSDARG00000032816,3,31,0,45,15,16,23,0,0,51,83,42,110,128,83,30,18,20
ENSDARG00000032820,0,0,107,0,0,27,17,0,65,26,23,10,47,0,0,9,27,54
ENSDARG00000032831,11,0,0,209,163,120,178,423,680,210,53,197,206,244,249,92,148,112
ENSDARG00000032836,0,0,0,72,11,7,13,0,1,22,40,9,0,0,0,0,0,4
ENSDARG00000032838,1,0,0,4,39,22,122,0,342,59,39,7,141,31,16,44,0,0
ENSDARG00000032849,411,378,445,800,930,1130,1073,2352,4866,700,4593,2499,873,4274,1501,225,3262,2753
ENSDARG00000032856,52,134,95,32,17,46,25,69,0,46,0,51,196,8,0,59,69,1
ENSDARG00000032859,22,0,114,37,22,18,16,64,0,40,108,0,103,39,59,38,56,44
ENSDARG00000032862,16,0,0,6,18,26,5,0,28,41,0,0,6,4,40,9,39,14
ENSDARG00000032865,33,1,0,412,66,104,99,514,853,420,168,59,2481,307,198,844,66,168
ENSDARG00000032866,462,829,1120,456,1404,950,351,1778,2909,441,609,1001,848,994,1274,300,1153,895
ENSDARG00000032868,181,1035,3075,1003,484,571,452,1475,3681,676,675,466,3564,1917,1128,1353,1238,1258
ENSDARG00000032876,181,178,365,264,259,395,81,537,135,117,143,130,456,667,421,236,508,621
ENSDARG00000032885,0,0,0,4,0,0,7,0,0,9,0,7,14,0,0,1,0,1
ENSDARG00000032896,0,12,0,0,0,19,0,0,0,0,0,0,5,0,0,0,13,0
ENSDARG00000032919,69,229,470,158,401,527,201,623,1183,254,563,494,480,954,463,192,1031,810
ENSDARG00000032929,27,0,0,25,40,5,3,9,421,14,86,6,81,2,46,27,14,19
ENSDARG00000032932,91,53,49,81,832,1233,80,828,939,112,525,540,82,707,549,71,452,556
ENSDARG00000032933,227,432,676,297,200,286,195,273,571,256,165,97,574,383,194,213,360,205
ENSDARG00000032951,330,1595,2858,292,1541,2079,232,2025,2313,203,1476,1505,492,3283,2367,184,2684,2578
ENSDARG00000032959,9,0,0,60,37,1,9,31,1,43,0,20,387,53,34,117,8,10
ENSDARG00000032963,45,98,134,218,226,144,22,54,90,32,20,12,47,82,17,40,8,0
ENSDARG00000032970,898,2179,1493,1089,3197,2965,914,5529,3666,805,2108,2666,2484,5952,3898,804,7185,2976
ENSDARG00000032975,3,0,0,16,0,0,8,0,0,0,0,0,0,0,0,0,0,16
ENSDARG00000032976,25,2131,2168,0,7838,6877,21,3706,2376,0,1086,146,0,1451,974,0,14011,3191
ENSDARG00000032985,22,140,0,49,69,47,49,42,107,21,65,36,33,81,81,8,92,17
