ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_av,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_av,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_av,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_av,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_av,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_av
ENSDARG00000063572,420,1105,514,701,645,1891,546,771.5,784,785.5,377,964.5
ENSDARG00000063573,158,388,240,1332,147,1722.5,231,803.5,722,1769,461,1638
ENSDARG00000063574,36,79,84,42,22,189,9,45.5,69,131.5,33,72
ENSDARG00000063576,19,19,3,18,19,51,17,5,14,9,31,22.5
ENSDARG00000063577,0,26,8,12,0,97,1,16,18,15.5,16,21.5
ENSDARG00000063578,56,271,337,114,117,389,262,78,1215,144.5,374,164.5
ENSDARG00000063580,413,330,416,462.5,547,540.5,502,178.5,751,540.5,257,474.5
ENSDARG00000063583,124,246,204,409.5,208,619,116,234.5,406,503.5,132,465
ENSDARG00000063588,145,328.5,205,280.5,120,373.5,124,186,367,343,111,406
ENSDARG00000063594,49,55.5,209,195,135,324,191,92,750,328,241,241.5
ENSDARG00000063596,135,110,41,70,34,111.5,35,76,85,102.5,85,87
ENSDARG00000063604,0,81,0,14,6,0,0,8.5,23,5.5,14,8
ENSDARG00000063612,476,1644.5,335,550,508,790,553,224,976,674,364,805.5
ENSDARG00000063613,0,0,0,0,0,0,0,0,0,0,0,14
ENSDARG00000063614,0,2,57,5.5,63,42.5,121,38,309,25,63,17.5
ENSDARG00000063621,24,33,9,83.5,24,55,97,6,49,79,9,84
ENSDARG00000063624,124,523.5,166,366,101,481.5,101,236,341,759,137,654
ENSDARG00000063626,1180,2059,662,985.5,385,2385,551,1330.5,1328,2522.5,825,2634.5
ENSDARG00000063627,755,1725,232,224,252,602,151,320,529,655,223,777
ENSDARG00000063631,227,27.5,354,164,726,1170,1294,299.5,1251,320,1134,216
ENSDARG00000063634,97,219,95,119.5,93,202,163,92.5,133,90.5,88,197.5
ENSDARG00000063635,19,27.5,70,8.5,26,100,101,13.5,652,55.5,169,42.5
ENSDARG00000063636,139,209,127,352,131,444,216,289,381,673,111,629.5
ENSDARG00000063646,183,362,109,342.5,86,388.5,169,137,191,362,64,344
ENSDARG00000063649,487,617,385,671.5,386,1103.5,287,397.5,794,519,203,835
ENSDARG00000063661,59,183.5,35,311,23,231.5,49,248,74,288,67,268.5
ENSDARG00000063663,51,248.5,102,152,52,163,58,65,172,170.5,90,198.5
ENSDARG00000063665,19,31.5,27,30.5,30,273.5,31,116.5,63,89.5,39,61
ENSDARG00000063670,30,92.5,13,17.5,30,18.5,19,0,36,25.5,31,14.5
ENSDARG00000063672,120,218.5,114,149,126,426.5,122,124,374,356.5,96,265.5
ENSDARG00000063677,114,347.5,198,939.5,121,762.5,163,524.5,418,847.5,173,987.5
ENSDARG00000063682,40,83.5,223,475,128,523.5,156,151,617,263,158,732
ENSDARG00000063684,49,114,140,163,36,254,83,74,279,259,101,312
ENSDARG00000063686,43,115.5,34,122,16,136,8,71.5,99,181,82,156.5
ENSDARG00000063690,20,140.5,44,74,46,131.5,44,131.5,64,108.5,37,122
ENSDARG00000063701,891,3158,762,999,734,1492.5,703,627,1331,1917.5,438,2036.5
ENSDARG00000063706,16,160.5,47,207,77,476.5,113,199.5,407,187,127,286
ENSDARG00000063711,180,411,764,347,248,195,303,147,1678,415,454,362
ENSDARG00000063713,29,17,202,59,39,26,218,47.5,1589,78.5,340,61.5
ENSDARG00000063718,201,452,309,178,128,605,203,195,463,430.5,390,516.5
ENSDARG00000063719,802,1804,910,2290,543,2045,583,1318.5,1794,3295.5,864,3345.5
ENSDARG00000063726,2041,3140.5,1870,1479.5,820,1977,828,845.5,3217,2044.5,977,2124.5
ENSDARG00000063730,196,551,233,125,144,139,271,91.5,548,159.5,190,130
ENSDARG00000063731,410,448.5,405,445.5,234,628.5,143,132.5,721,718.5,277,498.5
ENSDARG00000063732,52,39,17,0,1,0,25,4.5,99,43,61,3.5
ENSDARG00000063882,30,26.5,38,78,55,44,27,46.5,44,61.5,17,95.5
ENSDARG00000063895,2418,6716.5,4114,16872,5870,34623.5,4622,18327.5,9466,20983.5,6448,35988.5
ENSDARG00000063899,1252,3663,960,4021.5,2096,8054.5,1000,3957,4274,10995,1633,12272.5
ENSDARG00000063905,20864,74780,27503,117762.5,22655,313422.5,22655,109714.5,78932,171122.5,47545,242556
ENSDARG00000063908,1505,7787.5,2849,14523.5,5452,21741.5,3871,18777.5,11299,26915.5,5270,36796.5
ENSDARG00000063910,169,503,202,466.5,848,1934.5,170,624,2280,3166.5,354,3545
ENSDARG00000063911,3032,8375.5,3389,17966,8387,57544,4576,19087,9651,31548,3798,45926
ENSDARG00000063912,4942,10974.5,7901,49423.5,11569,91804.5,10513,50175,25587,61949,11463,86334
ENSDARG00000063914,109,150.5,120,423.5,154,635.5,130,516.5,395,878.5,383,1587
ENSDARG00000063916,140,179.5,34,298.5,166,844,72,209.5,413,833.5,168,1226.5
ENSDARG00000063917,2586,7556.5,2918,12974,4085,29680,3031,11816.5,7740,20339,3138,29365
ENSDARG00000063921,4395,12693,3191,13093,3725,31290.5,2274,8284,8637,20718,4100,26810
ENSDARG00000063922,560,782.5,250,1213,682,2741,363,923.5,896,2349,535,2781
ENSDARG00000063924,4443,14473.5,6067,37171,8928,86727.5,7167,32100.5,19011,52962.5,9091,71350
ENSDARG00000067495,0,0,0,0,0,0,0,0,0,0,0,12
ENSDARG00000067507,3,24,79,15,93,185,116,30,723,16,98,30
ENSDARG00000067509,0,3,16,13.5,21,16,13,13,254,31,63,24
ENSDARG00000067517,14,103,98,101,41,86.5,46,85.5,159,104.5,39,135.5
ENSDARG00000067520,106,171,110,393.5,80,314,144,246.5,161,593.5,213,489
ENSDARG00000067524,11,0,29,19.5,13,142,33,69,32,55.5,0,89.5
ENSDARG00000067537,9,4,79,9,19,86.5,75,1.5,41,14.5,34,4.5
ENSDARG00000067544,107,0,10,35.5,18,178,42,4.5,84,34.5,59,11
ENSDARG00000067545,105,622.5,148,131,96,88,200,74.5,482,111.5,269,100
ENSDARG00000067546,14,60.5,15,14,56,124,13,42.5,78,162.5,22,78.5
ENSDARG00000067549,191,257,182,75.5,307,203,134,35.5,391,80,237,154
ENSDARG00000067560,109,510.5,263,220.5,123,195,9,93.5,240,171,92,231.5
ENSDARG00000067563,9,48,17,0.5,7,14.5,10,0,50,7.5,9,21.5
ENSDARG00000067564,21,46.5,42,46,17,50,41,47,46,15.5,23,29
ENSDARG00000067566,5,15.5,6,62,10,157,44,95.5,67,77.5,40,287
ENSDARG00000067567,96,59.5,122,261,156,116,49,295,239,422.5,125,519
ENSDARG00000067591,42,119,192,236.5,57,321.5,72,185.5,257,285.5,106,484.5
ENSDARG00000067592,0,24,16,20,31,0,0,40,34,22.5,11,15.5
ENSDARG00000067593,40,203,106,122.5,75,217,38,66.5,138,135,49,220
ENSDARG00000067596,58,289.5,34,28,14,96,0,23,35,43,25,43
ENSDARG00000067599,0,0,0,0,0,0,13,0,0,0,4,0.5
ENSDARG00000067601,1105,2391,1243,2310.5,805,3363.5,829,1125.5,2435,2944,1209,2824
ENSDARG00000067605,23,121.5,101,203,69,479.5,87,154.5,201,405.5,92,239
ENSDARG00000067606,0,20.5,38,8.5,0,1,17,4,12,13.5,12,56.5
ENSDARG00000067607,306,733.5,547,760,283,621.5,747,578,1128,1224.5,377,879
ENSDARG00000067608,20,10,4,27,0,0,5,11.5,14,9,0,14
ENSDARG00000067613,99,279,114,152,52,440,35,114,180,306,102,425
ENSDARG00000067626,29,46.5,123,269,27,484.5,164,64,1130,278.5,404,412.5
ENSDARG00000067630,27,46.5,11,71.5,54,82,55,62.5,75,77,44,131.5
ENSDARG00000067639,240,492,230,213.5,149,585,99,185.5,267,384,193,355
ENSDARG00000067646,0,3,0,1.5,0,0,15,2.5,0,0.5,0,6
ENSDARG00000067656,169,330.5,240,743.5,82,687,91,207.5,520,519,224,568.5
ENSDARG00000067658,140,9.5,82,107.5,87,149,94,146,263,92,124,146.5
ENSDARG00000067661,0,1,0,0,0,108,4,0,7,6,0,10.5
ENSDARG00000067665,0,0,0,0,0,0,7,10,0,0,2,5.5
ENSDARG00000067668,37,140,40,101.5,57,168,1,49,146,43,42,135
ENSDARG00000067669,0,0,9,0,0,0,0,0,9,16,0,0
ENSDARG00000067670,136,113,103,353,91,303,130,211.5,324,548.5,94,422
ENSDARG00000067672,32,273,68,71.5,32,200.5,70,131,44,263.5,48,1159
ENSDARG00000067673,297,334.5,293,211,93,265.5,140,151.5,335,205,32,264
ENSDARG00000067676,52,198.5,100,62,113,52.5,119,47,374,46,116,114
ENSDARG00000067701,0,0,2,10,0,20,0,0,14,37.5,1,13.5
ENSDARG00000067710,4,19.5,19,32,23,0,0,0,109,23.5,41,3
ENSDARG00000067711,43,404,16,80.5,42,255,21,227,54,471,0,620.5
ENSDARG00000067713,224,759.5,194,616.5,228,1183.5,311,334,508,1150,361,1793
ENSDARG00000067714,0,0,0,0,0,0,0,0,0,3.5,0,5
ENSDARG00000067717,47,106.5,18,140,71,91.5,71,95.5,58,130.5,14,201
ENSDARG00000067718,0,18.5,1,20,32,13,0,23,16,19.5,10,22.5
ENSDARG00000067719,156,393,110,468.5,136,392,212,188.5,318,520,127,586
ENSDARG00000067723,34,60.5,13,132.5,12,444,0,177.5,69,162,14,330.5
ENSDARG00000067725,0,0,18,0,0,0,0,0,30,21.5,15,21.5
ENSDARG00000067727,109,0,884,293,288,397.5,321,154.5,1623,118,276,81.5
ENSDARG00000067729,816,3059,535,466,407,686.5,412,372,721,842.5,274,694.5
ENSDARG00000067730,16,4,0,2,0,0,0,0,17,0,14,5.5
ENSDARG00000067741,316,867,231,2236,145,2597.5,77,1229,378,2654.5,226,2535.5
ENSDARG00000067751,9,303.5,18,41.5,24,556.5,39,184,130,537.5,27,484
ENSDARG00000067752,28,22,18,98,26,81,22,51.5,46,47.5,25,66
ENSDARG00000067767,0,0,0,0,0,0,0,0,13,0,12,13.5
ENSDARG00000067777,4,0,7,55.5,10,210,29,44,63,47.5,5,62
ENSDARG00000067781,12,15.5,10,26.5,5,102,0,9.5,5,0,14,29
ENSDARG00000067784,174,543.5,222,167,106,391.5,225,221,210,561.5,77,585.5
ENSDARG00000067794,1,28.5,19,51.5,17,69.5,15,22.5,74,62.5,15,134
ENSDARG00000067795,113,121,168,544.5,180,844.5,113,464,365,624,146,829.5
ENSDARG00000067796,202,548,298,500.5,115,326.5,130,290.5,467,813,264,614
ENSDARG00000067797,14,360.5,22,224.5,19,1024.5,32,430.5,73,1670,71,2643.5
ENSDARG00000067801,83,25,111,248,56,500.5,54,171.5,331,578,35,222
ENSDARG00000067805,360,845.5,466,445.5,443,1211,244,367.5,927,1183,621,636
ENSDARG00000067806,13,0,16,0,0,0,0,0,23,0.5,0,1
ENSDARG00000067813,0,0,26,4,9,0,0,0,36,9,70,9.5
ENSDARG00000067814,0,0,0,0,0,0,0,0,12,0,0,0
ENSDARG00000067815,0,0,78,49,30,141.5,77,24.5,632,44,180,30
ENSDARG00000067817,159,169,152,203.5,71,194,138,102.5,336,295,101,179
ENSDARG00000067824,15,50.5,157,94.5,70,197.5,139,87.5,912,86.5,406,175
ENSDARG00000067825,94,72,93,50.5,54,0,98,11.5,127,29.5,38,82
ENSDARG00000067828,0,0,0,0,0,0,6,0,0,0,4,0.5
ENSDARG00000067829,108,37.5,371,444.5,217,671.5,237,170.5,1001,498,223,539
ENSDARG00000067831,5,0,19,0,0,0,0,9.5,1,7,3,21
ENSDARG00000067832,1,93.5,111,74.5,83,220.5,96,53.5,345,239.5,118,112
ENSDARG00000067838,409,618.5,198,250.5,159,629.5,152,122,322,357.5,195,418
ENSDARG00000067841,37,0,188,65.5,61,188,100,38.5,625,57.5,215,43
ENSDARG00000067847,0,30,0,25,0,0,0,6.5,0,45,7,55
ENSDARG00000067848,17,47,19,154,31,381.5,7,24,70,151,19,212
ENSDARG00000067850,157,438,597,1637,339,4208.5,463,851,3966,2661.5,1140,4098
ENSDARG00000067851,0,0,0,0,0,144.5,7,24.5,4,163.5,0,32.5
ENSDARG00000067859,107,0,55,22.5,16,0,37,0,42,3,82,88
ENSDARG00000067872,0,0.5,0,0,0,0,10,9,4,39.5,7,60.5
ENSDARG00000067889,0,15,0,0,0,0,0,0,8,0,0,29
ENSDARG00000067912,85,1340,213,86,88,116.5,158,57,664,390.5,116,217
ENSDARG00000067913,70,172.5,125,131,91,133.5,43,79,205,241.5,64,133.5
ENSDARG00000067916,113,634,297,172,93,489,155,190.5,402,235,186,390
ENSDARG00000067918,48,248,43,80,33,350,94,56.5,165,149.5,105,134.5
ENSDARG00000067920,245,653,218,1913.5,286,1502,176,752,519,1656,187,1833.5
ENSDARG00000067925,7,0.5,5,0,1,0,8,4.5,62,14.5,14,1
ENSDARG00000067927,109,379,46,202,70,0,63,82,103,52,5,135.5
ENSDARG00000067950,268,417,317,432,216,1131,283,234,834,482.5,316,512
ENSDARG00000067958,36,59.5,49,48.5,58,318,45,276,57,167.5,17,161
ENSDARG00000067964,10,3,122,47.5,22,28.5,105,16,917,50,263,56.5
ENSDARG00000067966,122,193,369,568,192,323,174,252.5,527,476,228,495
ENSDARG00000067975,106,127.5,67,151,71,142,59,136,154,211,172,219.5
ENSDARG00000067976,26,9,38,370,35,615.5,51,341,117,1105.5,25,689
ENSDARG00000067977,0,0,0,0,0,0,0,0,0,0,0,1
ENSDARG00000067979,58,321,125,176.5,92,170,73,214.5,128,248,97,237.5
ENSDARG00000067981,29,119,44,75,7,276,24,40.5,80,124,40,117.5
ENSDARG00000067984,482,161.5,216,242.5,153,66.5,215,133,480,496,219,183.5
ENSDARG00000067985,62,79.5,57,45,48,159.5,49,43,70,158,86,85
ENSDARG00000067990,1544,211.5,7474,24267,3837,58166.5,4436,16242,24078,34583,5866,32595.5
ENSDARG00000067992,0,4.5,2,7,0,44,20,10.5,13,8.5,0,35.5
ENSDARG00000067995,947,159,4235,13278,1929,34473,2550,9220.5,16397,21362,3881,18340.5
ENSDARG00000067996,288,1037,491,797,384,1455,370,592.5,1150,1298.5,522,1656
ENSDARG00000067997,2179,145.5,3042,7917,1375,24912.5,1352,4449.5,9412,12616,2265,8614.5
ENSDARG00000067999,17,0,120,53.5,28,79.5,63,43.5,728,69.5,300,22.5
ENSDARG00000068006,0,0,10,9.5,6,0,3,7.5,0,16.5,0,5.5
ENSDARG00000068011,54,62.5,48,18,5,0,0,11,67,55.5,34,13.5
ENSDARG00000068021,25,80.5,25,32.5,14,0,0,0,43,20.5,28,60.5
ENSDARG00000068026,14,8,0,5,0,15,19,6,18,0.5,9,0.5
ENSDARG00000068030,31,283.5,36,3788,68,5917,48,3653,187,6957.5,127,5833
ENSDARG00000068036,101,230.5,154,97,178,542,258,31,471,130,299,112
ENSDARG00000068050,11,9.5,80,8.5,6,11,22,5,162,39,54,42
ENSDARG00000068064,723,1121.5,838,826.5,419,993.5,628,496.5,1802,951.5,778,1036
ENSDARG00000068065,0,0,0,0,0,0,0,0,0,0,0,2
ENSDARG00000068082,9,51,33,8,1,22.5,18,9.5,62,11,13,35.5
ENSDARG00000068085,1,20,14,9.5,15,0,0,0,121,17.5,14,42
ENSDARG00000068086,0,0,0,0,7,0,0,0,0,0,0,1
ENSDARG00000068088,0,0,0,0,26,308.5,16,77,5,4,1,13.5
ENSDARG00000068096,84,280,497,94,83,409.5,330,309.5,1253,283,423,122
ENSDARG00000068100,0,0,43,3.5,1,0.5,31,49.5,189,18,110,21
ENSDARG00000068103,11,0,28,4,2,0,0,17.5,82,62.5,30,13.5
ENSDARG00000068104,5,0,51,64.5,31,80.5,51,51,153,110,85,29
ENSDARG00000068110,0,12,3,0,0,0,1,0,11,33,11,0
ENSDARG00000068114,0,0,5,12,1,135,8,0,11,37.5,0,22
ENSDARG00000068122,0,0,1,4.5,0,1,5,3,3,0,0,0
ENSDARG00000068123,190,235,226,429,138,875.5,163,357,665,747.5,290,762.5
ENSDARG00000068124,2,0,0,21.5,0,0,0,17.5,6,4.5,0,7
ENSDARG00000068125,63,220,80,130.5,24,499,41,218,157,341.5,56,251
ENSDARG00000068126,3,0,1,0,3,0,12,0,9,0,35,0
ENSDARG00000068127,4,2.5,63,45,16,35.5,25,30.5,16,45,5,29.5
ENSDARG00000068128,26,22.5,35,32,35,41.5,65,10.5,74,115.5,36,74.5
ENSDARG00000068130,5,8,4,8,10,0,9,0,8,0,0,9
ENSDARG00000068138,0,2.5,10,0,0,5.5,0,0,23,0,0,0.5
ENSDARG00000068140,26,6,22,46.5,43,139,10,0,82,27,28,80.5
ENSDARG00000068141,0,26.5,0,4.5,4,0,18,6,30,19,0,46.5
ENSDARG00000068143,354,714.5,370,250,196,548.5,193,189.5,630,414.5,339,750.5
ENSDARG00000068144,1,0,0,0,0,77,0,0,0,0,0,0
ENSDARG00000068145,0,0,2,0,4,0,0,0,7,0,0,0
ENSDARG00000068148,7,45,23,22.5,14,27.5,56,82,66,54,0,30
ENSDARG00000068149,18,61,21,94.5,19,0,76,33,205,138,95,185
ENSDARG00000068152,12,130.5,16,112.5,27,349.5,18,98,127,317.5,17,431
ENSDARG00000068156,6,10,0,27,2,43.5,21,65,22,52.5,14,128
ENSDARG00000068157,444,784.5,343,509,253,983,195,390.5,659,761.5,304,669.5
ENSDARG00000068161,7,4.5,2,14,0,42,14,25.5,59,28.5,0,31
ENSDARG00000068166,0,42.5,11,37,36,39,99,38,233,24.5,61,31.5
ENSDARG00000068168,0,0,141,115.5,10,43,13,0,69,4,6,6
ENSDARG00000068175,110,210.5,29,73.5,58,186.5,26,134,71,111.5,14,138
ENSDARG00000068176,104,189,99,290,143,586,155,185,339,382,160,414
ENSDARG00000068177,684,1256,486,988,589,1624,252,710,594,1546.5,307,2149.5
ENSDARG00000068179,158,257.5,321,599,310,544,223,118,1383,457.5,587,375
ENSDARG00000068181,0,0,0,0,13,0,0,0,0,0,0,13.5
ENSDARG00000068182,10,0,16,6,8,95,0,84.5,7,138.5,0,15
ENSDARG00000068187,140,461.5,216,294,143,589,190,261,540,475.5,300,552.5
ENSDARG00000068190,6,0.5,13,0,0,17,2,0,8,0,9,8.5
ENSDARG00000068191,123,59,122,197.5,254,231,203,73,359,107.5,283,159
ENSDARG00000068192,234,321,177,179,201,495,189,218,416,408,163,400.5
ENSDARG00000068193,5,58.5,21,10,4,26,0,0,23,0,0,6.5
ENSDARG00000068194,0,53.5,156,83.5,84,573,180,104.5,320,277,374,690
ENSDARG00000068199,100,225.5,196,206.5,111,893.5,102,271.5,257,1649,47,1418
ENSDARG00000068208,64,128,244,1079.5,137,1284,130,376.5,465,1111,189,1000
ENSDARG00000068213,723,154,345,291,355,528.5,144,106,627,113.5,279,110
ENSDARG00000068214,710,1287,2921,3794.5,1463,6733,2318,3317.5,6955,6875,2109,8821.5
ENSDARG00000068217,73,555.5,145,75.5,82,55,114,107.5,110,79,51,84
ENSDARG00000068219,83,61,97,53,182,487.5,137,260.5,91,653.5,56,594.5
ENSDARG00000068220,0,0,0,12,0,90.5,12,13,0,39.5,0,20
ENSDARG00000068221,0,0,0,13.5,0,25,0,10.5,9,2.5,0,0.5
ENSDARG00000068227,34,112.5,82,246.5,66,340.5,70,275.5,266,440,86,625.5
ENSDARG00000068231,20,64,24,18,32,13,0,29,66,153,36,124.5
ENSDARG00000068232,0,0,44,11,0,35.5,21,7,63,1,10,0
ENSDARG00000068233,12,52.5,28,50,13,556.5,4,145,90,448.5,28,680
ENSDARG00000068240,0,0,10,0,17,0,19,37,34,0,9,1
ENSDARG00000068242,0,33.5,0,13.5,33,62.5,0,41,62,13,5,6
ENSDARG00000068246,330,548,420,1094.5,458,2559,328,641,721,2116,415,2695.5
ENSDARG00000068247,2,7.5,131,67.5,69,135.5,188,64.5,766,45.5,309,47
ENSDARG00000068255,0,39,0,1,0,0,0,17.5,0,0,0,3
ENSDARG00000068256,185,397.5,190,347,81,144.5,94,273,175,438,70,367.5
ENSDARG00000068257,6,32,3,62,27,434,24,0,61,36.5,18,5.5
ENSDARG00000068258,321,376,467,704,194,807.5,189,379.5,696,1076.5,242,1240.5
ENSDARG00000068261,95,195,20,91,38,13.5,75,39.5,70,118.5,74,123
ENSDARG00000068262,129,797.5,95,1784.5,108,1665,70,1149,249,2423,44,1907.5
ENSDARG00000068263,35,17,62,57.5,79,198.5,37,23.5,42,2,30,66
ENSDARG00000068264,15,15.5,0,73.5,11,7,15,80.5,28,115,24,119
ENSDARG00000068265,99,249.5,86,312,63,416,83,225,302,608.5,99,669.5
ENSDARG00000068274,0,0,9,0,4,0,0,5.5,16,12,6,3.5
ENSDARG00000068275,84,175,300,98.5,704,563.5,336,108.5,1152,86,395,151.5
ENSDARG00000068279,0,1,46,26.5,14,0,47,11,20,14.5,5,31.5
ENSDARG00000068280,143,66,56,330,16,113,36,73,97,178,36,229.5
ENSDARG00000068283,0,0,0,0,2,36.5,0,0,0,47,0,3
ENSDARG00000068286,15,6,124,42,17,34,100,28.5,329,25,28,23
ENSDARG00000068288,6,6,27,22,55,30.5,5,0,10,0,0,4.5
ENSDARG00000068289,449,1456,553,953,255,1657,217,998.5,558,1055,283,1363.5
ENSDARG00000068290,1,0.5,0,0,0,0.5,18,15,0,25,17,4.5
ENSDARG00000068291,61,235,57,214.5,53,292,64,130.5,86,285,45,251
ENSDARG00000068296,23,6,40,232,0,313,7,287,339,1102.5,96,566
ENSDARG00000068303,0,1,0,5,3,0,0,0,6,0,0,6
ENSDARG00000068305,60,175.5,48,189,42,303,84,130.5,154,205,26,192
ENSDARG00000068323,0,100.5,295,95,63,111,200,84.5,1804,135.5,772,77.5
ENSDARG00000068325,15,42,17,65,4,72,25,34,102,27,60,53.5
ENSDARG00000068344,10,41.5,43,59.5,27,109,6,86,73,147.5,9,98.5
ENSDARG00000068363,0,0,8,1.5,0,0,0,0,0,0,0,6
ENSDARG00000068365,113,0,226,179.5,94,252.5,76,45.5,323,39.5,123,60.5
ENSDARG00000068366,61,143.5,101,100,59,209,85,40,260,63.5,84,93.5
ENSDARG00000068367,102,275.5,123,759,145,1757.5,101,831.5,147,1591.5,24,1404.5
ENSDARG00000068369,102,336.5,148,304,403,653.5,142,59,640,352,188,341
ENSDARG00000068370,0,0,124,35.5,24,0,85,12,594,82.5,196,32
ENSDARG00000068372,0,0,1,0,0,0,0,0,0,0,0,0.5
ENSDARG00000068374,28,67,9,533.5,76,494.5,62,356.5,280,1026.5,70,1029
ENSDARG00000068380,0,3.5,0,9.5,10,0.5,4,29,10,74,0,145
ENSDARG00000068382,0,0,0,26,0,49,0,32,10,43,6,217
ENSDARG00000068387,15,64.5,5,7.5,21,0,36,3,8,295.5,22,25
ENSDARG00000068397,88,34,35,62,138,340.5,117,16,238,257,84,125.5
ENSDARG00000068398,0,0,5,0,35,58,14,9.5,32,17.5,15,1.5
ENSDARG00000068400,164,318,143,192.5,96,279,122,85,335,298.5,117,329.5
ENSDARG00000068401,1608,1980,1335,2003,1595,3036.5,1059,1062,2696,2403.5,1248,2456
ENSDARG00000068404,333,594.5,485,1350,221,2421,125,1341,1037,1993,336,2225.5
ENSDARG00000068406,181,324.5,153,150.5,230,185,264,47,376,175,249,168.5
ENSDARG00000068407,3,21,4,1,14,0,25,7,10,12,0,0
ENSDARG00000068409,167,29,60,22.5,113,159,111,61.5,72,98,11,120
ENSDARG00000068415,52,178,111,186.5,158,390,158,94.5,247,147,107,310
ENSDARG00000068417,17,249,6,8,15,0,0,3,24,3.5,20,3
ENSDARG00000068421,18,113,303,59,48,0,125,93.5,568,68.5,219,35
ENSDARG00000068428,0,0,33,15,0,0,6,3,475,26,92,29
ENSDARG00000068431,42,85,37,60.5,3,63.5,2,33.5,49,66.5,15,51
ENSDARG00000068432,1459,908.5,2636,14617.5,1489,18913,1285,9175.5,5289,23646.5,2602,23951
ENSDARG00000068434,893,2299,1120,1585,496,1724.5,636,821.5,2319,1127,801,1555.5
ENSDARG00000068436,3545,10927.5,5855,5490,4140,6522.5,3118,2541,7976,5425,2700,7256.5
ENSDARG00000068438,99,257,119,127,75,223,77,109.5,230,164.5,40,223.5
ENSDARG00000068453,35,80,43,19,46,80,57,10.5,113,24,14,20.5
ENSDARG00000068456,18,9,41,52,31,141,4,22,248,4,46,83.5
ENSDARG00000068457,124,80,873,3711,551,13082,409,2652.5,3601,5740,1366,3928.5
ENSDARG00000068460,212,32,206,58,127,465,193,40,121,125,87,109.5
ENSDARG00000068461,72,200,128,374,81,291,151,193,287,399,190,295.5
ENSDARG00000068465,0,0,0,7,20,0,21,7.5,2,0,0,0
ENSDARG00000068468,3,35,12,26.5,17,0,10,0,28,47,10,5
ENSDARG00000068474,0,0,11,8.5,60,0.5,46,10,29,0,17,9.5
ENSDARG00000068478,31,67,72,162,83,1190.5,59,257.5,149,1445.5,132,481.5
ENSDARG00000068480,28,0,490,123.5,87,187.5,140,41.5,1303,92.5,376,103
ENSDARG00000068483,0,0,0,0,7,0,0,11,41,0,9,12
ENSDARG00000068484,46,110,170,268,52,358,93,14.5,425,195,113,226
ENSDARG00000068493,11,0,0,8.5,11,0,6,3.5,2,13,0,10.5
ENSDARG00000068503,29,0,30,18.5,24,0,29,71,21,0,4,31
ENSDARG00000068507,46,10,26,5.5,6,356.5,39,105,87,41,90,27.5
ENSDARG00000068515,12,7,6,13.5,19,70,3,0,20,12,11,32.5
ENSDARG00000068516,134,1560,182,258,358,906,806,253,1250,417.5,447,278
ENSDARG00000068542,0,0,0,7,0,0,0,0,0,0,0,0
ENSDARG00000068549,0,26,0,0,0,0,0,0,0,0,0,2
ENSDARG00000068551,0,0,10,0,7,0,7,0,8,0,0,5
ENSDARG00000068557,0,0,13,61,36,188.5,49,15,88,20,0,7
ENSDARG00000068562,1283,2321,1952,1452,975,2458.5,1242,712,3761,1976.5,1470,2035
ENSDARG00000068567,241,21,371,95.5,251,569,314,114,395,99.5,184,126
ENSDARG00000068572,469,696,412,500,322,991,287,291,569,1073,229,852
ENSDARG00000068575,7,70,17,116.5,93,287,116,65,99,79,63,62
ENSDARG00000068576,0,0,0,0,1,0,0,0,0,0,0,0.5
ENSDARG00000068580,5,0,29,13.5,10,135,66,9.5,34,0,53,6
ENSDARG00000068582,590,1083.5,879,429,433,978.5,723,361,2666,635,507,616
ENSDARG00000068586,0,0,0,0,25,0.5,7,0,17,24,0,27.5
ENSDARG00000068587,136,251.5,130,311,108,610.5,88,184.5,219,424.5,142,309.5
ENSDARG00000068589,0,5.5,0,12,0,1,0,14,14,14.5,20,14.5
ENSDARG00000068590,4,58,0,0,0,0,0,12.5,1,0,14,5
ENSDARG00000068593,11,0,0,0,0,0,0,0,6,33,0,0
ENSDARG00000068596,128,306,166,321,100,491,179,168.5,284,267.5,213,258
ENSDARG00000068601,57,108,146,96.5,67,99,84,22,222,110.5,27,68
ENSDARG00000068602,75,264,201,237,117,421,110,179,483,486,141,274
ENSDARG00000068609,5,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000068621,47,28.5,92,249.5,97,254,77,296,368,634,173,839
ENSDARG00000068624,26,18.5,242,83,66,64,151,61,1577,111.5,546,72
ENSDARG00000068628,85,617,88,787.5,185,1343.5,196,871.5,380,1795.5,190,2178.5
ENSDARG00000068629,166,365,80,229,163,471,129,104,213,144,159,195.5
ENSDARG00000068637,830,2242,1035,2799,1364,3149,1579,1546.5,360,1514,762,2736
ENSDARG00000068638,0,0.5,0,0,3,19.5,0,0,7,0,2,9.5
ENSDARG00000068640,861,1258.5,1446,975,641,1885.5,636,436.5,2722,1748.5,923,1315.5
