ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_av,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_av,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_av,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_av,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_av,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_av
ENSDARG00000068641,347,452,396,568.5,221,459,186,403.5,562,529.5,323,700
ENSDARG00000068650,278,1910,604,524,180,492,317,276.5,835,613.5,425,663
ENSDARG00000068653,0,0,0,12.5,0,63.5,0,1,6,165,0,158.5
ENSDARG00000068655,31,63,28,25.5,20,54.5,21,58.5,42,31.5,20,45
ENSDARG00000068657,0,0,0,0,0,0,0,0,10,0,0,27.5
ENSDARG00000068659,0,13.5,0,0,0,0,0,0,0,0,0,0
ENSDARG00000068663,27,0,29,38.5,36,69.5,33,0,68,18.5,7,43
ENSDARG00000068667,17,21,13,14,4,1,19,8.5,24,43,20,32
ENSDARG00000068678,0,0,2,0,5,18,0,7,0,0,0,0
ENSDARG00000068680,0,0,0,0,10,52.5,0,5,8,4.5,0,22
ENSDARG00000068681,24,40,39,116,12,206,104,70.5,127,163,82,171.5
ENSDARG00000068683,0,0,31,34.5,25,78.5,8,25,59,50,26,26
ENSDARG00000068691,0,0,26,19.5,38,32.5,17,5.5,254,20.5,182,74.5
ENSDARG00000068698,85,173,91,502,74,848,72,318,145,419.5,77,726.5
ENSDARG00000068701,5,0,195,50,33,0,139,9,586,39,109,40
ENSDARG00000068702,23,43,32,79.5,47,172,77,54.5,41,98,17,134.5
ENSDARG00000068705,139,402.5,135,215,143,122.5,91,127,152,194,102,296.5
ENSDARG00000068708,244,940.5,1089,1202.5,494,1652.5,644,482,1540,1553.5,1022,1747.5
ENSDARG00000068709,129,349.5,114,62.5,45,338,75,117.5,275,130.5,74,165.5
ENSDARG00000068710,226,95.5,756,2067,1019,2323.5,1207,827.5,1772,2406.5,1225,1847
ENSDARG00000068711,9,18.5,26,187,52,231.5,59,169,66,336,57,501.5
ENSDARG00000068713,3,38,0,0,0,1,5,0,0,0,12,0
ENSDARG00000068714,32,30.5,264,93.5,58,43,155,67,526,96,235,80
ENSDARG00000068716,46,42,263,73.5,57,142.5,127,110.5,670,50.5,231,50.5
ENSDARG00000068726,61,120,162,65.5,56,57,2,36,114,56,62,42
ENSDARG00000068729,57,129.5,157,174.5,61,124,99,158,110,215.5,56,189
ENSDARG00000068731,0,0,3,4,0,0,24,0,23,10.5,8,13
ENSDARG00000068732,390,1332,313,932.5,332,2259.5,394,278,1771,1239.5,925,1194.5
ENSDARG00000068738,1,18,0,23.5,4,139.5,9,52.5,13,31,0,72.5
ENSDARG00000068742,13,0,44,2.5,6,54.5,28,24,103,16,13,16
ENSDARG00000068745,15,27,918,282.5,313,698,752,158,3816,508.5,791,207.5
ENSDARG00000068749,24,0.5,7,25,12,135.5,3,62,45,79.5,37,109.5
ENSDARG00000068755,116,286.5,70,35,37,166.5,88,118.5,139,124.5,74,255
ENSDARG00000068759,1038,1952,794,311.5,285,517.5,570,193.5,829,370,545,289
ENSDARG00000068760,35,39.5,45,1,144,185,19,121.5,43,91,24,36
ENSDARG00000068761,9,0,0,0,0,0,0,0,0,0,0,18.5
ENSDARG00000068763,51,679.5,64,155.5,48,710.5,149,221,183,1173,83,1414
ENSDARG00000068782,0,0,6,10,0,0,0,0,0,0,0,0
ENSDARG00000068784,49,327,69,313,40,1331.5,70,568.5,204,1671,119,2954
ENSDARG00000068787,8,0,37,10,35,0,106,10,826,80,167,21.5
ENSDARG00000068792,12,0,44,26,18,37.5,20,0,55,44,2,27
ENSDARG00000068800,3,1.5,0,8,1,0,0,0.5,7,18,14,32.5
ENSDARG00000068809,16,0,2,0,1,0,0,0,1,0,0,0
ENSDARG00000068812,0,0,0,0,1,0,0,0,36,0,26,9
ENSDARG00000068814,40,149.5,36,87.5,6,76.5,32,73,69,133,40,176
ENSDARG00000068819,10,20.5,4,19.5,5,0,2,0.5,18,2.5,2,18.5
ENSDARG00000068820,372,612.5,403,314.5,180,1090,235,249,726,562.5,517,406.5
ENSDARG00000068822,124,356,317,700.5,326,767.5,202,288.5,877,785,204,983
ENSDARG00000068828,7,12,23,37,20,48,12,11.5,34,31.5,0,46
ENSDARG00000068830,92,226.5,128,267,61,306.5,116,145.5,286,431,91,410
ENSDARG00000068833,140,79.5,68,71,59,99,68,60.5,243,143,43,123.5
ENSDARG00000068840,0,0,0,8,0,0,0,0,0,0,0,0
ENSDARG00000068841,42,108.5,40,38,62,13,60,32,80,21,0,40
ENSDARG00000068846,0,0,12,0,0,0,0,0,4,0,0,0
ENSDARG00000068849,84,304.5,104,382.5,297,808.5,236,201.5,236,764,76,555
ENSDARG00000068851,25,15,22,68.5,79,58.5,33,176.5,34,54.5,49,44.5
ENSDARG00000068855,1,0,0,5,13,0,10,0,0,0,0,19.5
ENSDARG00000068856,0,0,0,13.5,5,0,0,8.5,0,13.5,0,2
ENSDARG00000068857,23,0,5,0,0,112,0,0,8,0.5,0,4
ENSDARG00000068858,0,21.5,22,54.5,11,106.5,13,86.5,33,246.5,6,354.5
ENSDARG00000068863,93,617,60,44,47,116.5,11,16.5,80,83.5,25,111.5
ENSDARG00000068865,0,0,0,0,0,0,0,0,0,0,2,0.5
ENSDARG00000068868,224,638,589,1630,407,2673,712,1363,1446,2898.5,638,3281
ENSDARG00000068869,2,3,0,0,0,0,0,0.5,0,0.5,0,1
ENSDARG00000068870,59,77,19,36,41,188.5,0,33.5,40,23.5,14,36
ENSDARG00000068874,0,1.5,7,1,13,0.5,0,0.5,0,9,0,15
ENSDARG00000068876,0,0,14,4581.5,0,1834,0,1487.5,20,2417,17,3254.5
ENSDARG00000068883,7,2,19,11,21,161.5,42,10,32,8.5,2,44
ENSDARG00000068886,68,33,79,60,4,129,24,52.5,82,141.5,14,129.5
ENSDARG00000068888,35,7.5,4,45,30,28.5,6,20,131,59,38,53.5
ENSDARG00000068892,9,36,54,69,71,68.5,78,57.5,141,64.5,66,161
ENSDARG00000068893,60,99,28,101.5,48,146,28,15.5,43,21,34,132
ENSDARG00000068894,645,1401,584,686.5,259,587.5,368,240,1189,523,304,502
ENSDARG00000068910,220,81.5,198,275,134,113,232,537.5,924,186.5,213,131.5
ENSDARG00000068912,47,154,43,317,125,216,64,304.5,137,451.5,58,504.5
ENSDARG00000068915,64,51,36,69,38,73.5,55,35.5,105,76,12,33.5
ENSDARG00000068916,10,17,15,13.5,8,15.5,6,20,16,39,0,48.5
ENSDARG00000068918,197,441,280,479,233,411,89,381,653,562.5,273,877
ENSDARG00000068919,22,11,6,11,26,22,13,14.5,24,5.5,33,27.5
ENSDARG00000068923,0,0,4,5,3,0,0,0,16,0,8,20.5
ENSDARG00000068926,40,13,37,25,42,169,43,34.5,44,69,13,20.5
ENSDARG00000068928,394,481.5,141,127.5,77,245.5,90,99.5,216,129.5,128,114
ENSDARG00000068934,16,45,228,68.5,36,617,30,36.5,77,1735,19,182
ENSDARG00000068937,0,5.5,0,8,0,0,0,0,4,0,0,0
ENSDARG00000068939,0,9.5,0,3.5,1,144.5,15,37.5,13,136.5,1,260.5
ENSDARG00000068940,25,124.5,115,203.5,69,364.5,114,161,183,382.5,100,461.5
ENSDARG00000068941,1991,2750,841,399,358,467.5,558,569.5,992,655,1134,661.5
ENSDARG00000068945,5,4.5,46,44.5,17,35,4,0,75,7,25,17
ENSDARG00000068947,5,0,20,98,0,0,0,50.5,0,0,0,0.5
ENSDARG00000068951,0,0,0,0,0,0,0,16.5,0,1.5,0,33
ENSDARG00000068958,22,131.5,34,28.5,17,32.5,8,22,43,38,18,55.5
ENSDARG00000068965,153,267,536,774.5,215,867.5,235,193.5,1197,952.5,430,740
ENSDARG00000068966,8,2.5,55,122.5,40,278,107,62,62,117.5,13,5
ENSDARG00000068967,11,83,11,63.5,10,120.5,24,20.5,36,23,21,58.5
ENSDARG00000068969,0,9,1,18,1,150,42,45,65,71,13,155
ENSDARG00000068971,396,481,341,360,144,487,83,167,514,655,187,402.5
ENSDARG00000068973,306,240,329,270,318,823.5,560,367,509,827.5,196,1205.5
ENSDARG00000068974,8,0,0,0,0,0,0,0,5,0,0,0
ENSDARG00000068976,0,6.5,35,2,27,0,3,0,113,0,29,7
ENSDARG00000068978,167,569.5,279,1227,351,2281.5,320,1442,478,1648,184,2361
ENSDARG00000068981,384,552.5,479,388,309,713,202,207.5,903,328,312,452.5
ENSDARG00000068982,56,12,30,123,25,180.5,59,77,90,82,61,98.5
ENSDARG00000068983,62,189.5,146,187.5,84,604,130,129.5,474,238.5,193,248
ENSDARG00000068989,5,0,346,109.5,64,85.5,419,120,2024,180.5,425,40
ENSDARG00000068991,35,62,25,40,38,76,13,44.5,92,114,65,120
ENSDARG00000068992,45607,106264,41051,120948,33580,186383,29402,92450.5,79419,168943.5,47095,177424
ENSDARG00000068993,177,171,95,40.5,77,53,70,24.5,155,257,78,146
ENSDARG00000068994,0,0,5,2.5,0,0,0,0,7,10.5,18,7.5
ENSDARG00000068995,283,662,889,1476,732,1694,673,1076,2663,1348,1234,1452
ENSDARG00000068996,53,206.5,149,334,104,638.5,157,246,631,463,247,251.5
ENSDARG00000069003,160,403.5,275,124,54,374,23,56.5,449,223.5,181,180.5
ENSDARG00000069006,1297,963,1605,1164.5,666,2445,728,794,2549,1545,1064,1773
ENSDARG00000069009,6,62,87,58.5,43,137,75,45,161,55,98,73.5
ENSDARG00000069011,0,0,17,0,5,0,19,4,45,4,0,0
ENSDARG00000069013,125,142.5,146,246,154,631,197,178,347,405,144,375.5
ENSDARG00000069014,166,115,204,160,139,142.5,151,70.5,333,58,101,102
ENSDARG00000069017,6,0,0,15,181,846,49,106.5,71,700.5,0,174.5
ENSDARG00000069018,4,0,0,8.5,0,113,0,6,0,57,0,22
ENSDARG00000069019,0,0,0,0,0,0,0,0,0,0,0,1.5
ENSDARG00000069025,4,34.5,18,72.5,9,199.5,4,92.5,9,252,0,337
ENSDARG00000069026,2,0,52,14.5,8,24.5,30,44.5,435,14.5,166,4
ENSDARG00000069027,9,25,25,16,50,342.5,445,69,545,117.5,768,256.5
ENSDARG00000069028,3,3.5,14,0,0,0,0,0,11,0,2,0
ENSDARG00000069029,46,1,35,31,6,48.5,146,133.5,95,89,75,100
ENSDARG00000069030,37,20.5,262,75,68,177.5,123,56,360,33,244,86
ENSDARG00000069031,32,1106.5,246,36.5,3,0,105,24.5,118,22,41,0
ENSDARG00000069033,0,0,0,0,0,0,0,0,0,0,18,1
ENSDARG00000069037,3,35.5,9,53.5,7,60,0,31,29,75,22,92
ENSDARG00000069038,7,0,3,0,6,0,8,0,101,11.5,29,1.5
ENSDARG00000069043,17,67.5,5,2.5,43,81,7,40.5,18,216.5,5,30.5
ENSDARG00000069044,178,455.5,183,506.5,117,522,102,257.5,264,416,168,652
ENSDARG00000069045,6,0,0,5,4,0,0,0,5,25,0,13
ENSDARG00000069046,0,0,13,0,0,0,8,0,28,13,0,0
ENSDARG00000069048,115,92.5,545,233.5,761,705,810,173.5,1308,160,723,296.5
ENSDARG00000069056,1059,1712.5,896,908,476,1884,546,491,1405,1113,1010,1116
ENSDARG00000069058,0,0,0,0,0,0,0,0,0,0,0,8
ENSDARG00000069065,143,256,95,154,59,206,59,223.5,269,343,71,321
ENSDARG00000069066,375,1283,503,1207.5,370,1597.5,342,492,1142,1763,502,2028.5
ENSDARG00000069074,988,1851.5,2469,1921,2432,4977,1690,1979,5773,3195.5,1990,2619
ENSDARG00000069082,29,112,14,46.5,46,9,40,38.5,86,41.5,34,37
ENSDARG00000069085,617,1307,764,565,451,569,322,386.5,1011,775,361,670
ENSDARG00000069089,5,0,0,4,5,23.5,7,8,39,0,7,12.5
ENSDARG00000069090,189,924,321,1774,268,2434.5,266,676,1630,1501,404,1572
ENSDARG00000069093,2651,592,23160,4876.5,38790,88400,71375,18434.5,118864,22614,66693,11319
ENSDARG00000069095,15,0,0,3.5,24,107,0,6.5,14,226,38,28.5
ENSDARG00000069099,74,354,216,375,158,424,337,202,280,477,86,405.5
ENSDARG00000069100,961,1445,792,7517.5,1155,26544,1128,16494.5,2405,30327,1023,21253
ENSDARG00000069101,51,68,479,193.5,247,560,458,125,1569,247.5,286,163
ENSDARG00000069102,183,409,138,411.5,83,792.5,95,323,251,710.5,124,721
ENSDARG00000069105,2166,2511,1429,4034,1498,2864.5,1672,863.5,3081,1457.5,1269,1081.5
ENSDARG00000069106,40,110,176,165.5,50,378.5,159,93,261,180.5,231,136
ENSDARG00000069109,259,560,133,234.5,153,629,123,249,254,599.5,239,631
ENSDARG00000069111,11,5,5,17,28,1.5,20,35.5,42,21,13,25.5
ENSDARG00000069113,723,1083,2116,1731,765,1304,1099,725.5,4412,2061.5,2179,2321.5
ENSDARG00000069114,31,83.5,77,80.5,37,575.5,64,172.5,84,757.5,34,1190.5
ENSDARG00000069116,19,0,15,5.5,9,90,0,27.5,21,41,18,29
ENSDARG00000069117,0,16,8,5,8,97.5,47,0,102,14,56,1.5
ENSDARG00000069118,1209,2238.5,1449,2011.5,811,4079.5,645,1064,2679,2502,1082,2565.5
ENSDARG00000069122,199,170,200,147.5,133,379,165,96.5,517,454,196,226
ENSDARG00000069129,3,0,0,0,11,9,0,0,8,0,7,0.5
ENSDARG00000069133,12,0,27,2,17,109.5,0,8.5,107,0,25,24.5
ENSDARG00000069134,0,0,6,11,0,17.5,11,9,101,13,25,4.5
ENSDARG00000069135,98,551,309,859,70,2122,490,565.5,873,2206,454,1595
ENSDARG00000069139,9,0,27,32,31,130,74,38,253,12,84,19.5
ENSDARG00000069142,2388,4376,2001,2762,1331,4188,1523,1663,4390,4400,2035,4465
ENSDARG00000069143,0,0,4,0,0,0,0,5.5,16,8,0,0.5
ENSDARG00000069147,31,105,87,134,47,191,93,76.5,161,220.5,85,148
ENSDARG00000069150,15,76.5,43,1059,63,803.5,141,435.5,101,639.5,43,792
ENSDARG00000069157,102,927.5,126,203,121,944.5,120,241,244,638,175,695.5
ENSDARG00000069159,0,13.5,0,2044.5,0,548.5,35,494,24,697,0,1245
ENSDARG00000069160,0,5,30,17,19,58,37,9,322,60.5,59,11.5
ENSDARG00000069168,237,787,122,156,145,394,118,244,243,780,157,427.5
ENSDARG00000069169,93,364.5,207,391,174,173,239,208.5,582,400.5,223,545
ENSDARG00000069171,7,32.5,13,47,43,173,0,22.5,165,92,31,119
ENSDARG00000069175,424,1082,511,2033.5,425,3088,429,1221,966,2368.5,391,2848
ENSDARG00000069177,11,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000069184,156,170.5,231,351.5,96,440,163,202,359,190.5,202,268
ENSDARG00000069185,1090,1605,750,1053.5,514,1763.5,855,581.5,1174,1386,471,1305
ENSDARG00000069186,1,18.5,0,29,22,88.5,0,48,36,97,12,21.5
ENSDARG00000069189,53,89,14,18.5,1,16,67,78,57,142,34,89
ENSDARG00000069190,0,0,4,6,5,0,2,0,0,0,16,99
ENSDARG00000069192,18,28,23,22,4,62,38,18.5,7,0,1,0
ENSDARG00000069194,5,0,42,0,7,0,22,4.5,31,38,0,4.5
ENSDARG00000069196,5,8,88,32,41,0,90,30.5,229,22,44,14
ENSDARG00000069197,0,30,0,0,0,0,0,0,0,0,0,0.5
ENSDARG00000069199,14,0,25,7.5,6,38,0,0,0,0,0,0
ENSDARG00000069201,1,0,0,0,0,0,0,0,5,0,0,0
ENSDARG00000069208,29,15,3,46.5,46,189,18,106,1,244.5,0,214
ENSDARG00000069214,0,0,0,5,0,0,0,0,0,0,0,0
ENSDARG00000069216,0,7,0,3.5,0,0,0,0,3,0,0,0.5
ENSDARG00000069230,11,12.5,6,7.5,10,0,11,7.5,10,0,0,22.5
ENSDARG00000069240,0,28.5,0,0,1,0.5,35,8,36,11.5,5,24
ENSDARG00000069241,24,54,21,51.5,8,101,16,12.5,63,26,6,89
ENSDARG00000069242,358,699.5,528,621,427,970.5,301,371.5,818,1471,419,1091.5
ENSDARG00000069244,5,0,5,7.5,0,0,0,1,7,0,0,5.5
ENSDARG00000069245,3,14,89,49,44,286,181,228.5,257,55.5,277,51
ENSDARG00000069246,6,21,14,15.5,2,0,9,9,25,6,0,2.5
ENSDARG00000069249,178,447,224,416,154,613.5,138,337.5,808,557,310,399.5
ENSDARG00000069250,30,109,64,794,68,1196.5,94,715,133,1646.5,35,1082.5
ENSDARG00000069251,2,27,2,9,0,130.5,18,0,20,23,26,12
ENSDARG00000069252,27,32,39,14,23,0.5,40,0,2,37,19,16.5
ENSDARG00000069254,33,51.5,75,26,11,170.5,110,39,430,152,157,56.5
ENSDARG00000069260,0,6.5,0,0,0,0,0,0,0,0,0,0.5
ENSDARG00000069261,3,4,0,28,0,117,0,17,26,93.5,24,81.5
ENSDARG00000069262,15,10.5,18,1.5,5,0,41,0,33,21,21,10
ENSDARG00000069264,102,232.5,131,104,32,342,186,171.5,380,255.5,90,298.5
ENSDARG00000069265,0,0,32,0,4,0,18,22,203,0.5,83,19
ENSDARG00000069266,218,71.5,159,362,218,524.5,165,244,634,506.5,185,713.5
ENSDARG00000069269,251,201.5,352,155,211,413,291,75.5,624,273,262,153
ENSDARG00000069270,0,0,6,4.5,0,0,0,4,0,30,0,64.5
ENSDARG00000069271,66,73.5,72,117,85,52,69,123.5,203,244.5,133,165
ENSDARG00000069274,165,353,143,267.5,111,420,156,123,268,314,57,354
ENSDARG00000069276,0,0,0,0,0,0,0,0,0,0,0,3
ENSDARG00000069278,64,182,69,67.5,66,241,19,41,159,167.5,40,103.5
ENSDARG00000069279,19,0,10,18,56,87.5,20,60.5,49,15,0,47
ENSDARG00000069280,169,400.5,115,93,85,128,117,80,292,150,45,145.5
ENSDARG00000069281,0,0,7,0,11,0,0,0,0,0,0,0
ENSDARG00000069282,35,61.5,22,58.5,20,165,92,45,306,166,170,72.5
ENSDARG00000069283,106,154.5,106,127.5,70,77,18,115,184,176.5,116,138
ENSDARG00000069286,29,11.5,44,30,30,46.5,40,83,134,138.5,79,113
ENSDARG00000069287,102,251,93,199.5,51,66,138,106,101,154.5,59,251.5
ENSDARG00000069289,611,1022.5,395,408,239,515.5,230,209,507,408.5,223,639
ENSDARG00000069290,39,121.5,17,75.5,44,276,22,81.5,102,131,28,93.5
ENSDARG00000069292,0,0,0,0,3,278,0,44.5,3,329,0,28
ENSDARG00000069293,0,0,0,0,0,8,0,0,0,0,0,4.5
ENSDARG00000069294,0,0,0,0,4,0,0,0,0,22,0,0
ENSDARG00000069295,47,404.5,160,543,37,460,222,415.5,222,789,214,1219.5
ENSDARG00000069296,0,2.5,20,11.5,8,45,13,20.5,19,25,0,15
ENSDARG00000069297,15,12,245,55,74,97.5,83,27,751,126.5,197,60.5
ENSDARG00000069298,547,1935,493,718.5,341,1382.5,275,527,937,1167.5,424,1338
ENSDARG00000069301,60,157,21,40.5,49,45,33,84.5,95,215,50,86
ENSDARG00000069302,296,1155.5,319,3075,290,2653,480,1323,590,3577,332,2893.5
ENSDARG00000069305,7,0,0,10,5,0,0,0,3,22.5,8,1.5
ENSDARG00000069307,35,0,0,0,0,0,0,0,6,0,8,0
ENSDARG00000069311,0,0,0,5.5,0,0,0,11.5,9,7,27,53.5
ENSDARG00000069313,170,458,190,389.5,199,552,132,200,424,469,101,646.5
ENSDARG00000069314,25,408.5,56,318.5,74,752,40,215,174,372.5,65,548
ENSDARG00000069318,227,646.5,417,516,350,755,210,225,810,711,154,554
ENSDARG00000069321,0,0,7,0,0,7.5,0,12.5,0,30.5,0,11.5
ENSDARG00000069323,0,0,0,10,0,0,0,25,9,0,0,0.5
ENSDARG00000069324,161,345,336,452,173,905.5,139,229.5,698,600,305,695.5
ENSDARG00000069326,178,380.5,73,48.5,44,54.5,14,23.5,121,19,56,70
ENSDARG00000069327,0,0,57,35,122,252,54,15.5,101,14.5,9,21
ENSDARG00000069328,34,61.5,52,101,34,105,50,48,85,164,28,106.5
ENSDARG00000069329,6,7,74,15,17,0,92,15,144,0,44,0
ENSDARG00000069331,269,365.5,258,435.5,146,530,249,244,517,458.5,233,600.5
ENSDARG00000069332,0,0,7,0,0,0,0,0,0,0,0,0
ENSDARG00000069333,14,36.5,12,45,8,106,26,36.5,22,98.5,14,82
ENSDARG00000069334,25,192.5,88,67.5,62,160,61,82.5,236,136,92,114
ENSDARG00000069335,95,1076.5,84,115.5,44,437.5,112,132,127,219.5,108,316
ENSDARG00000069339,28,40,244,122.5,92,359.5,110,69,1091,476.5,265,273
ENSDARG00000069342,728,527.5,848,675.5,339,898.5,215,137.5,876,602,228,630.5
ENSDARG00000069356,999,2114.5,1030,948.5,815,1000,1085,382.5,2515,848,847,845.5
ENSDARG00000069360,605,1270.5,771,1241,450,1584,686,773,2107,1960,760,1704
ENSDARG00000069361,1,0,53,24,10,103.5,47,28.5,210,62,132,55.5
ENSDARG00000069362,0,48.5,11,8.5,0,12.5,0,0,0,0,1,6
ENSDARG00000069363,0,0,10,0,0,0,40,0,12,0,11,0.5
ENSDARG00000069368,0,0,13,5.5,5,3.5,8,0,66,0.5,0,0
ENSDARG00000069370,4,0,8,1,22,0,0,0,0,0,0,0
ENSDARG00000069373,40,144,51,81.5,17,190,28,103.5,31,86,20,148.5
ENSDARG00000069374,0,0,0,0,0,0,10,0,0,4.5,0,1
ENSDARG00000069375,0,0,30,0,37,246.5,0,75,27,531.5,19,191
ENSDARG00000069376,0,19,47,229,88,1757,65,356,131,1448.5,93,1401.5
ENSDARG00000069377,9,14,8,59.5,19,120.5,104,117,77,78.5,37,70.5
ENSDARG00000069378,57,96.5,194,311.5,87,645,175,293.5,602,305.5,322,239
ENSDARG00000069379,0,4,0,0,2,0,0,35.5,3,26.5,0,63.5
ENSDARG00000069381,0,5,0,0,0,0,0,0,11,14.5,0,0.5
ENSDARG00000069382,0,0,0,8.5,0,0,0,0,0,0,0,10
ENSDARG00000069383,0,0,6,12,16,65.5,26,0,0,0,0,3.5
ENSDARG00000069386,58,69,33,76,35,230.5,74,88,87,97.5,55,135
ENSDARG00000069388,71,354,23,184.5,19,241.5,28,45.5,45,92,25,135.5
ENSDARG00000069390,0,62,2,31,3,0,8,5,7,15,12,6.5
ENSDARG00000069397,1690,3087.5,2291,2923,1138,3007,973,1117.5,3927,3031.5,1362,3082
ENSDARG00000069401,9,0,11,0.5,5,0,0,6,0,0,0,27
ENSDARG00000069402,114,91.5,504,295.5,158,524,352,122.5,1787,255.5,403,235
ENSDARG00000069404,25,190,106,718.5,84,552.5,55,68.5,203,13.5,42,467
ENSDARG00000069407,18,93.5,11,6.5,57,108.5,0,11.5,94,188,50,122.5
ENSDARG00000069408,0,0,0,0,0,0,0,0,0,0,0,4
ENSDARG00000069409,27,62,88,202.5,55,493,82,115,99,236.5,36,224.5
ENSDARG00000069411,0,0,0,0,0,0,0,21,6,0,0,0
ENSDARG00000069415,22,16.5,160,237.5,1372,2408,128,322,2060,570,161,193
ENSDARG00000069420,152,194,199,239.5,101,513,135,188.5,532,408,193,395.5
ENSDARG00000069421,368,787.5,584,800.5,172,1596.5,270,374.5,1129,870,582,1109.5
ENSDARG00000069422,373,533,139,226,171,465,108,222,239,338,141,536
ENSDARG00000069423,4,0,1,0,6,37.5,4,1,44,0,14,0.5
ENSDARG00000069425,21,21,39,87.5,18,99.5,72,52.5,256,78.5,107,186.5
ENSDARG00000069427,2,0,86,2,38,112.5,30,13,142,30,33,6.5
ENSDARG00000069428,0,0,0,0,0,0,0,0,0,0,0,1.5
ENSDARG00000069430,56,223,119,89,110,268.5,173,68.5,299,128.5,94,191
ENSDARG00000069431,22,63.5,18,56,7,0,19,7,8,32.5,0,8
ENSDARG00000069432,587,1269.5,434,1784,837,2524,721,1276.5,1105,2140,555,1965.5
ENSDARG00000069433,75,44,167,83,103,389.5,171,283,243,268.5,148,142
ENSDARG00000069435,14,94.5,16,1,0,49,45,10,18,25.5,19,35.5
ENSDARG00000069438,32,120.5,261,116.5,203,239,212,126.5,655,406,54,108
ENSDARG00000069439,7,0,25,13.5,21,76,136,13.5,52,59.5,30,12.5
ENSDARG00000069440,176,740,1062,529,462,556,526,170.5,2240,292.5,756,561.5
ENSDARG00000069441,33,53.5,7,33,25,106.5,54,0,12,15.5,15,81
ENSDARG00000069445,0,0,0,21,3,9.5,0,9,5,0,0,6.5
ENSDARG00000069446,8,0,24,13.5,4,14,26,9.5,56,0,33,7.5
ENSDARG00000069450,6,42.5,15,82.5,1,171.5,0,13.5,32,197.5,6,66.5
ENSDARG00000069451,22,12.5,0,16.5,1,92.5,0,5.5,0,23.5,0,22
ENSDARG00000069453,6,54.5,26,117.5,22,0,30,54,47,61,41,142
ENSDARG00000069459,7,15,15,11.5,27,53,5,3.5,23,49,11,46
ENSDARG00000069461,33,64.5,35,619.5,29,550,48,370.5,49,610.5,31,645.5
ENSDARG00000069463,197,783.5,112,172.5,77,383.5,87,222.5,122,170.5,76,154.5
ENSDARG00000069464,0,0,13,17,14,117.5,0,32,2,89,20,21
ENSDARG00000069467,0,0,64,33.5,36,29.5,59,9,509,36.5,157,70
ENSDARG00000069469,15,0,318,105,24,312.5,169,109.5,1057,91.5,500,130.5
ENSDARG00000069470,9,0,3,1.5,7,0,23,32.5,46,16.5,4,12
ENSDARG00000069471,18,33,19,79,29,60.5,36,33,42,88.5,25,55
ENSDARG00000069472,30,58.5,112,133.5,168,212,194,139.5,366,190.5,229,162
ENSDARG00000069473,325,1774,312,616,815,816.5,393,124,531,182.5,347,215
ENSDARG00000069476,87,12.5,174,72,203,544,153,456,126,123,85,59.5
ENSDARG00000069478,0,0,25,18.5,15,446.5,18,28.5,14,54,10,78.5
ENSDARG00000069481,2,0,0,0,0,0,0,0,0,0,0,3
ENSDARG00000069482,0,68,12,18.5,17,68,11,5,14,20,8,44.5
ENSDARG00000069484,144,143,1108,1310.5,259,973,576,337.5,2037,941,635,750
ENSDARG00000069485,6,3.5,40,141,18,97.5,47,84,78,107.5,50,130.5
ENSDARG00000069494,5,16,16,29.5,33,0,15,22.5,25,75,0,28
ENSDARG00000069495,0,0,0,9.5,0,10,2,42.5,10,23,41,168.5
ENSDARG00000069496,171,147.5,138,237,78,201.5,90,80,229,263,117,324.5
ENSDARG00000069497,26,82.5,53,39,15,85,0,0,67,13.5,22,42
ENSDARG00000069498,0,0,16,67,5,42.5,0,39.5,20,15,12,83
ENSDARG00000069499,9,9.5,6,0,0,6,7,6,42,0,35,5
ENSDARG00000069500,0,0,4,0,0,0,0,0,29,8,9,0
ENSDARG00000069501,14,30,17,37.5,25,145.5,63,61.5,115,83.5,21,68.5
ENSDARG00000069503,109,0,188,56,351,301.5,461,510.5,127,120.5,84,138.5
ENSDARG00000069504,14,0,0,0,0,0,0,0,5,0,18,0
ENSDARG00000069505,2,0,10,14.5,0,34,37,10,25,10.5,7,6
ENSDARG00000069507,16,0,15,25.5,0,11,0,0,26,50,16,12
ENSDARG00000069514,1,92.5,5,0,0,0,17,15.5,11,30.5,2,49
ENSDARG00000069515,20,26,58,4.5,33,0,0,0,76,48,13,30
ENSDARG00000069518,0,1,26,5,6,0,0,0.5,14,0,2,2
ENSDARG00000069521,67,369,187,812,122,1045,106,521.5,331,597,186,795
ENSDARG00000069524,0,14.5,0,0,0,0,0,0,0,0,0,8.5
ENSDARG00000069525,43,153.5,3,117,18,210,29,12.5,104,182.5,54,153.5
ENSDARG00000069527,202,442,189,340,132,756,100,201,335,429,124,485
ENSDARG00000069529,9,0,10,9,5,48,0,4.5,39,29.5,11,45
ENSDARG00000069537,71,286,81,375.5,82,407.5,60,290,316,482,205,551
ENSDARG00000069538,100,229.5,93,120,102,358.5,124,40,233,181,110,184
